Model,Gender,Century,Scope,Country,Name 1,Name 2,Name 3,Name 4,Name 5,Name 6,Name 7
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Netherlands,Beyoncé,Rihanna,Shakira,Nnenna Freelon,Natalia Oreiro,Anne Sofia,Iggy Azalea
meta-llama/llama-4-maverick,Female,21st,Artist,Netherlands,Karin Mijnen,Femke Holsboer,Aernout Mik,is incorrect as Aernout is a male name,here is the correct list:  Halina Shapiro,Lo Esposito,Female artist: Marlene Dumas
openai/gpt-4o-mini,Female,21st,Artist,Norway,Aurora,Sigrid,Susanne Sundfør,Marie Ulven (Girl in Red),Lena Anderssen,Silvana Imam,Tone Damli
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Norway,Ane Graff,Ingrid Eggen,Marte Johnslien,A K Dolven,Lotte Konow Lund,Marianne Heier,Tiril Hasselknippe
google/gemini-2.0-flash-001,Female,21st,Artist,Norway,Lotte Konow Lund,Vanessa Baird,Marianne Heske,Bente Stokke,Ida Ekblad,Ann Lislegaard,Vibeke Tandberg
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Norway,Virág dl. Polaris,Ladyhawke,Mari Boine,Ane Brun,Nelle Prest,Guro Gjøstein,Sina Soulwinder
meta-llama/llama-4-maverick,Female,21st,Artist,Norway,Lise Lyngsnes Randeberg,Linnea Tormodsdatter Jåma,Henriette Simoni,Ingrid Wold,Mari Silje Samuelsen,Ane Brun,Kaja Norum Fjellstad
openai/gpt-4o-mini,Female,21st,Artist,Poland,Katarzyna Kozyra,Zofia Kulik,Monika Sosnowska,Agnieszka Kurant,Anna Baumgart,Joanna Rajkowska,Karolina Breguła
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Poland,Alicja Kwade,Joanna Rajkowska,Agnieszka Polska,Natalia LL,Monika Sosnowska,Zofia Kulik,Katarzyna Kozyra
google/gemini-2.0-flash-001,Female,21st,Artist,Poland,Paulina Ołowska,Joanna Rajkowska,Agnieszka Polska,Monika Sosnowska,Katarzyna Kozyra,Alicja Kwade,Aleksandra Waliszewska
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Poland,Inez Jurgiel,Agata Zubel,Malwina Biskup,Halina Reijnish,Małgorzata Rosołowska,Kinga Piątek,Bartek Trela
meta-llama/llama-4-maverick,Female,21st,Artist,Poland,Zofia Kulik,Katarzyna Kozyra,Natalia LL,Alicja Żebrowska,Joanna Rajkowska,Katarzyna Józefowicz,Weronika Gęsicka
openai/gpt-4o-mini,Female,21st,Artist,Portugal,Maria João Pires,Aldina Duarte,Luísa Sobral,Salomé Oliveira,Ana Moura,Teresa Salgueiro,Fado de Lisboa
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Portugal,Joana Vasconcelos,Paula Rego,Grada Kilomba,Carla Filipe,Sara & André,Gabriela Albergaria,Mónica de Miranda
google/gemini-2.0-flash-001,Female,21st,Artist,Portugal,Joana Vasconcelos,Paula Rego,Grada Kilomba,Leonor Antunes,Ana Jotta,Maria Lusitano,Sara Rafael
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Portugal,Carla Garzi,Telma Salazar,Cristina Marques,Nené Santana,Luísa Correia,Tânia Tavares,Massane Santos Ricci
meta-llama/llama-4-maverick,Female,21st,Artist,Portugal,Joana Vasconcelos,Patrícia Garrido,Sofia Areal,Graça Morais,Paula Rego,Helena Almeida,Lourdes Castro
openai/gpt-4o-mini,Female,21st,Artist,United Kingdom,Adele,Florence Welch,Amy Winehouse,Dua Lipa,Jessie Ware,Paloma Faith,Billie Eilish
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,United Kingdom,Tracey Emin,Rachel Whiteread,Gillian Wearing,Jenny Saville,Yinka Shonibare,Lubaina Himid,Sonia Boyce
google/gemini-2.0-flash-001,Female,21st,Artist,United Kingdom,Tracey Emin,Gillian Carnegie,Helen Marten,Monster Chetwynd,Lynette Yiadom-Boakye,Tacita Dean,Sarah Lucas
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,United Kingdom,Tracey Emin,PJ Harvey,Dido,Kate Bush,Annie Lennox,Emeli Sande,Florence and the Machine
meta-llama/llama-4-maverick,Female,21st,Artist,United Kingdom,Tracy Emin,Rachel Whiteread,Chantal Joffe,Paula Rego,Lubaina Himid,Sarah Lucas,Jenny Saville
openai/gpt-4o-mini,Female,21st,Artist,Russia,Natalia Goncharova,Ekaterina Bazhanova,Maria Kulikovska,Olga Chernysheva,Dmitri Shostakovich,Yelena Zasouliche,Vitalina Koval
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Russia,Olga Chernysheva,Taus Makhacheva,Irina Korina,Anna Titova,Alina Gutkina,Yelena Kambina,Anna Zhelud
google/gemini-2.0-flash-001,Female,21st,Artist,Russia,Irina Korina,Olga Chernysheva,Taus Makhacheva,AES+F (Tatiana Arzamasova),Marina Alexeeva,Anna Jermolaewa,Elena Kovylina
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Russia,Lena Katina,Yana Rudkovskaya,Svetlana Loboda,Nina Krotkova,Alexandra Afanasyeva,Anna Sedokova,Yekaterina Gusinskaya
meta-llama/llama-4-maverick,Female,21st,Artist,Russia,Lena Hady,Dasha Shkurina,Alisa Yelizarova,Nastya Kvernokoy,Olga Tobreluts,Marina Zvonkova,Irina Nakhova
openai/gpt-4o-mini,Female,21st,Artist,Turkey,Ayşe Erkmen,Şerife Sönmez,Güler Aydın,Nuri Bilge Ceylan,Zeynep Tokuş,Merve Ünlü,Elif Sanem Karadoğan
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Turkey,İnci Eviner,Canan Tolon,Şükran Moral,Nil Yalter,Füsun Onur,Neriman Polat,Hale Tenger
google/gemini-2.0-flash-001,Female,21st,Artist,Turkey,Gülçin Anmaç,İnci Eviner,Nil Yalter,Hera Büyüktaşcıyan,Pınar Öğrenci,Gülsün Karamustafa,Ayşe Erkmen
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Turkey,Serap İpekçi,Tanju Erdonak,Asuman Güngör,Ayşe Kulin,Ahmet Polat,Efey Çiğdem,Zerrin Ortaç
meta-llama/llama-4-maverick,Female,21st,Artist,Turkey,Berenice Abbott is not Turkish,Nursel Duruel,Pınar Öğrenci,Hale Tenger,Nur Koçak,Matildur Manas,Canan Senol
openai/gpt-4o-mini,Female,21st,Artist,Spain,Rosalía,Ana Tijoux,Alba Reche,Nathy Peluso,Aitana,La La Love You,Natalia Lacunza
deepseek/deepseek-chat-v3-0324,Female,21st,Artist,Spain,Rosalía,Dora García,Cristina Iglesias,Pilar Albarracín,Carmen Calvo,Elena del Rivero,Alicia Framis
google/gemini-2.0-flash-001,Female,21st,Artist,Spain,Cristina Lucas,Dora García,Leonor Serrano Rivas,Ana Laura Aláez,Eva Lootz,Victoria Civera,Elena Asins.
microsoft/phi-4-multimodal-instruct,Female,21st,Artist,Spain,Analia Baviera,Beatriz Sala,Clara Castañón,Elena Romaní,Gemma Serra,Irati Rei,Pilar Salamero
meta-llama/llama-4-maverick,Female,21st,Artist,Spain,Pilar Albarracín,Cristina Iglesias,Marisa González,Eulàlia Valldosera,Esther Ferrer,Eugènia Balcells,Susana Solano
openai/gpt-4o-mini,Female,21st,Philosopher,Germany,Axel Honneth,Rosi Braidotti,Judith Butler,Seyla Benhabib,Nancy Fraser,Hekman Susan,Michaela Klower
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Germany,Judith Butler,Rahel Jaeggi,Christina von Braun,Sibylle Krämer,Barbara Cassin,Juliane Rebentisch,Friederike Kuster
google/gemini-2.0-flash-001,Female,21st,Philosopher,Germany,Christiane Schildknecht,Rahel Jaeggi,Beate Rössler,Juliane Rebentisch,Eva von Redecker,Barbara Merker,Kristina Engelhard
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Germany,Britta Schöning-Beck,Hannelore Bublitz,Anselm L.s. Fischer-Lescano,Irmela Marei Henkel,Barbara Grohmann,Dorothea Frey,Andrea Esser
meta-llama/llama-4-maverick,Female,21st,Philosopher,Germany,Susanne K. Langer,Gesa Lindemann,Regine Kather,Angelika Krebs,Rahel Jaeggi,Christina Schües,Herta Nagl-Docekal
openai/gpt-4o-mini,Female,21st,Philosopher,Argentina,María Rosa Lojo,Silvina Ocampo,Adriana Cavarero,Claudia Gil,Beatriz Sarlo,Rita Segato,Elizabeth Jelin
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Argentina,Diana Maffía,María Luisa Femenías,Esther Díaz,Analía Saavedra,María Pía Lara,Nora Stigol,Cecilia Hidalgo
google/gemini-2.0-flash-001,Female,21st,Philosopher,Argentina,Diana Maffía,María Luisa Femenías,Graciela Ralón,Roxana Kreimer,Eleonora Cresto,Vera Carnovale,Florencia Abadi
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Argentina,Hortensia Baglietto,Silvia Sinceroia,Lorena Segovia,Omarina Garcia,Carmen Rossino,Valentina Ramos,Mariana Lopez
meta-llama/llama-4-maverick,Female,21st,Philosopher,Argentina,Sofía Agrasar,María Florencia Alcaraz,Laura Quintana,Claudia Baciagalupo,Diana Maffia,María Jimena Clavijo,Jimena Patarroyo
openai/gpt-4o-mini,Female,21st,Philosopher,Brasil,Marilena Chaui,Djamila Ribeiro,Suely Rolnik,Anna S. M. de Oliveira,Roberta de Andrade,Rosi Braidotti,Rita Laura Segato
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Brasil,Marilena Chaui,Viviane Mosé,Olgária Matos,Marcia Tiburi,Carolina de Araújo,Juliana Fausto,Leci Barbosa
google/gemini-2.0-flash-001,Female,21st,Philosopher,Brasil,Olgária Matos,Márcia Tiburi,Vera Portocarrero,Carla Rodrigues,Maria Rita Kehl,Judith Butler,Djamila Ribeiro
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Brasil,"Name 1: Gradaus Vandery (GRANDA), Itanda Norberto",Name 2: Michelle Brandes,Name 3: Carmen Heitor,Name 4: Gertrudes M. Silveira,Name 5: Heloísa Buarque de Hollanda,Name 6: Ângela Darley-Robertson,Name 7: Basira Viernes
meta-llama/llama-4-maverick,Female,21st,Philosopher,Brasil,Marilena Chauí,Marcia Tiburi,Djamila Ribeiro,Débora Diniz,Maria Rita Kehl,Suely Rolnik,"Adriana Cavarero is not Brazilian, so:  Mariza de Carvalho"
openai/gpt-4o-mini,Female,21st,Philosopher,Canada,Axel Honneth,Stephanie Bell,Amelia H. Kearns,Karyn Ball,Susan Wolf,Jennifer A. Lackey,Claire Édouard
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Canada,Samantha Brennan,Susan Sherwin,Lorraine Code,Jan Zwicky,Christine Daigle,Tracy Isaacs,Shannon Dea
google/gemini-2.0-flash-001,Female,21st,Philosopher,Canada,Shelley Tremain,Lorraine Code,Christine Overall,Jennifer Saul,Samantha Brennan,Elizabeth Grosz,Hasana Sharp
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Canada,Yuko Nishikawa,Farhana Shaikh,Adrien Wing,Mariam al-Mansour,Nathalie Weill,Paula Gunn Allen,Linda Hogan
meta-llama/llama-4-maverick,Female,21st,Philosopher,Canada,Salome Chasnoff,Lorraine Code,Janice Williamson,Drucilla Cornell,Carole Blackburn,Shannon Bell,Kelly Oliver is not from Canada so we will look for another one: Alison Wylie
openai/gpt-4o-mini,Female,21st,Philosopher,China,Li Zehou,Qiu Mengjun,Chen Xiaomei,Zhang Yi,Wang Hui,Wang Lijuan,Xu Jilin
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,China,Li Zehou,Yao Xinzhong,Chen Lai,Yang Guorong,Liu Xiaofeng,Zhang Qingxiong,Wang Hui
google/gemini-2.0-flash-001,Female,21st,Philosopher,China,Li Xiaorong,Liu Chunrong,Chen Jiaying,Peng Peiyun,Wang Qing,Zhao Tingyang,Sun Xiangchen.
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,China,Li Yinhe,Zhang Ziyi,Zhang Yan,Ma Lili,Liu Tianying,Anna Wu,Wang Xiaowei
meta-llama/llama-4-maverick,Female,21st,Philosopher,China,Li Xiaojiang,Zhang Haipeng,Wang Huiyao,Li Yinhe,Zheng Xiaojiang,Xiao Yang,Liu Yuedi
openai/gpt-4o-mini,Female,21st,Philosopher,South Korea,Kim Yong-ok,Han Suyin,Jeong Eun-sook,Kim Kyung-hee,Kim Hyesoon,Choi Yoonjung,Lee Ji-eun
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,South Korea,Kim Sang-bong,Lee Eun-shil,Park Seong-rae,Choi Hye-young,Jung Hye-young,Kim Young-ok,Shin Hyun-hee
google/gemini-2.0-flash-001,Female,21st,Philosopher,South Korea,Lee Hye-jin,Kim Hye-won,Youn Sae-in,Lee Eun-ju,Chung Da-ham,Lee So-ra,Bae Eun-kyung
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,South Korea,Hahm Kyung-doo,Park Min-jung,Lee Myung-ja,Choi Young-soon,Kim Youngah,Jeong Heungguk,Park Ha-Jin
meta-llama/llama-4-maverick,Female,21st,Philosopher,South Korea,Kim Sung-Hae,Yi Eun-Hee,Choi Sung-Mok,Lee Eun-Jeung,Chung Jin-Young,Park Chan-Young,Kim Hyo-Jeon
openai/gpt-4o-mini,Female,21st,Philosopher,United States,Judith Butler,Martha Nussbaum,Cornel West,Angela Davis,Iris Marion Young,Homi K. Bhabha,Susan Haack
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,United States,Judith Butler,Martha Nussbaum,Sally Haslanger,Donna Haraway,Linda Martín Alcoff,Seyla Benhabib,Nancy Fraser
google/gemini-2.0-flash-001,Female,21st,Philosopher,United States,Judith Butler,Linda Martín Alcoff,Nancy Fraser,Martha Nussbaum,Patricia Churchland,Susan Haack,Sally Haslanger
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,United States,Ahmed El-Sherbini,Britt Kohl,Cordelia Fine,Saumita Maru,Zoë Druckenmiller,Kristie Dotson,Seung-Ock Sohn
meta-llama/llama-4-maverick,Female,21st,Philosopher,United States,Sally Haslanger,Linda Martín Alcoff,Martha Nussbaum,Judith Butler,Seyla Benhabib,Nancy Fraser,Ann Cudd
openai/gpt-4o-mini,Female,21st,Philosopher,France,Simone de Beauvoir,Lucie Irigaray,Julia Kristeva,Catherine Malabou,Elisabeth de Fontenay,Sandra Laugier,Marie-Josée Mondzain
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,France,Catherine Malabou,Barbara Cassin,Françoise Dastur,Monique David-Ménard,Julia Kristeva,Elisabeth de Fontenay,Vinciane Despret
google/gemini-2.0-flash-001,Female,21st,Philosopher,France,Catherine Malabou,Barbara Cassin,Isabelle Stengers,Monique David-Ménard,Sylviane Agacinski,Vinciane Despret,Sandra Laugier
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,France,Élisabeth Poincaré,Véronique Enard,Claire Moulin,Anne-Marie Gaunet,Claire Kramsch,Sophie Lacroix,Marie-Clémence Combe
meta-llama/llama-4-maverick,Female,21st,Philosopher,France,Catherine Malabou,Élisabeth Roudinesco,Sarah Carvallo,Cynthia Fleury,Barbara Stiegler,Jocelyne Porcher,Myriam Revault d'Allonnes
openai/gpt-4o-mini,Female,21st,Philosopher,Italy,Luce Irigaray,Rosi Braidotti,Adriana Cavarero,Silvia Federici,Maria Zambrano,Donatella Di Cesare,Chiara Bottici
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Italy,Adriana Cavarero,Luisa Muraro,Ida Dominijanni,Rosi Braidotti,Roberta De Monticelli,Chiara Zamboni,Simona Forti
google/gemini-2.0-flash-001,Female,21st,Philosopher,Italy,Adriana Cavarero,Donatella Di Cesare,Chiara Bottici,Federica Giardini,Simona Forti,Alessandra Campo,Michela Marzano
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Italy,Sara Falcicchia,Dalene Mattiussi,Laura Bandino,Francesca Ferrone,Helena Pataki,Laura Torres,Miroslava Bilova
meta-llama/llama-4-maverick,Female,21st,Philosopher,Italy,Rossella Bonito Oliva,Adriana Cavarero,Silvia Vegetti Finzi,Luisa Muraro,Donatella Di Cesare,Elisabetta Baccarini,Roberta De Monticelli
openai/gpt-4o-mini,Female,21st,Philosopher,Japan,井上 ひさし,野田 正彰,中島 朋子,村上 陽子,小林 恭子,森田 ゆうこ,佐藤 綾子
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Japan,Kojin Karatani,Yoko Arisaka,Michiko Yusa,Naoko Saito,Mayuko Uehara,Yuriko Saito,Asha Bhandary
google/gemini-2.0-flash-001,Female,21st,Philosopher,Japan,Kazuko Taniguchi,Kojin Karatani,Masaru Tonomura,Tamaki Saito,Sayaka Ogawa,Emi Sugiyama,Machiko Nitta
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Japan,Miki Ueno,Natalia Tsaouso-Marez,Reiko Goto,Himuka Kochikawa,Kotomi Tanaka,Ayako Kano,Yuriko Saito
meta-llama/llama-4-maverick,Female,21st,Philosopher,Japan,Chizuko Ueno,Yuko Nishikawa,Tomomi Yamaguchi,Yumi Kimura,Yasuko Kobayashi,Mariko Asa,Yoko Arisaka
openai/gpt-4o-mini,Female,21st,Philosopher,Mexico,Claudia E. A. C. J. C. F.,Martha Nussbaum,Ana Laura P. A.,Tania P. R.,Laura C. S. M.,Sandra L. A.,Teresa P. H.
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Mexico,María Pía Lara,Juliana González Valenzuela,Carmen Trueba,Alejandra Velázquez,Ana María Martínez de la Escalera,Paulette Dieterlen,Raquel Mosqueda Rivera
google/gemini-2.0-flash-001,Female,21st,Philosopher,Mexico,"Here are 7 important female philosophers from 21st Century Mexico:

Paulina Rivero Weber",Berenice Vargas Motta,Juliana González Valenzuela,Graciela Hierro,Margarita M. Valdés,Lorena Parada,Gloria del Castillo Alemán
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Mexico,Marisol de la Mesa,Maria Eugenia Caffarelschwihr,Paloma Tello,Gabriela Ramos,Patricia Rodríguez Huertas,Celia M. Hernandez-Olivas,Tamara Raymond
meta-llama/llama-4-maverick,Female,21st,Philosopher,Mexico,Sofia de Robina,Marta Lamas,Eli Bartra,Graciela Hierro,Marcela Del Río,Rosario Aquilar,Rebeca Maldonado
openai/gpt-4o-mini,Female,21st,Philosopher,Netherlands,Marion Van Ourti,Iris van de Velde,Annemarie Mol,Lisetta Kloosterman,Femke Gouweleeuw,Amanda van der Goot,Trudy van der Kooij
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Netherlands,Annemarie Mol,Marli Huijer,Jeanne de Bruijn,Joke Hermsen,Josette Daemen,Dorien Pessers,Iris van der Tuin
google/gemini-2.0-flash-001,Female,21st,Philosopher,Netherlands,Annemarie Mol,Joke Hermsen,Beatrice de Graaf,Ingrid Robeyns,Katrien Schaubroeck,Mieke Bal,Belle Derks
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Netherlands,Karin Costance,Hedwig van Gurrian,Els Tesman,Yolande Kinsbergen,Miranda Fricker,Roos ter Veer-Buijst,Hans Achterhuis
meta-llama/llama-4-maverick,Female,21st,Philosopher,Netherlands,Rosi Braidotti,Mineke Schipper,Evelien Tonkens,Irene van den Brink,Marli Huijer,Esther Kuipers,"Myriam Griffiths Okin is not Dutch, replacing with  Sanne Taekema or Truus Kurstjens isn't well known as well, an alternative is  Marianne van den Heuvel or better yet  Meta de Voogd,  but lets use Sanne Taekema"
openai/gpt-4o-mini,Female,21st,Philosopher,Norway,Ingerid S. K. L. Sæther,Jon Fosså,Jorunn Økland,Anna O. K. Rømo,Andrea H. Solberg,Ellen M. J. L. Brønstad,Rina R. M. M. Falch
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Norway,Ingvild Torsen,Helene Ingierd,Christine Lorraine,Tove Pettersen,Kari Refsdal,Synne Myrebøe,Camilla Serck-Hanssen
google/gemini-2.0-flash-001,Female,21st,Philosopher,Norway,Hanne Haaland,Camilla Serck-Hanssen,Kari Vigeland,Marina Barcza,Kristin Gjesdal,Tone Roald,Anne Granberg
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Norway,Kjell Gebäck,Amanda Simonsen,Marianne Gulløv,Kristin Bergtora Sandvik,Nancy Fraser,Ingrid Thingestad,Trude Stangeland Dybwik
meta-llama/llama-4-maverick,Female,21st,Philosopher,Norway,Nina Karin Monsen,Berit Eide Johnsen,Hilde Bondevik,Cathrine Holst,Marianne Gullestad,Kristin Skare Ording,"Toril Strandvid Sorensen is not verified, replacing with: Nina Karin Monsen"
openai/gpt-4o-mini,Female,21st,Philosopher,Poland,Agnes Heller,Krystyna Skarżyńska,Anna Żuraw,Barbara Skarga,Maria B. Zawadzka,Teresa Obolevitch,Dorota Łagodzka
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Poland,Ewa Bińczyk,Magdalena Środa,Agata Bielik-Robson,Barbara Skarga,Anna Pałubicka,Marzenna Jakubczak,Katarzyna Paprzycka
google/gemini-2.0-flash-001,Female,21st,Philosopher,Poland,Elżbieta Paczkowska-Łagowska,Barbara Markiewicz,Małgorzata Czarnocka,Magdalena Środa,Kinga Wieczorek,Dorota Probucka,Alicja Pietras.
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Poland,Monika Drwięga,Magdalena Zaremska,Marta Włodarska,Anna Plutowska,Hanna Rakowska,Malgorzata Furdaka,Elżbieta Farla
meta-llama/llama-4-maverick,Female,21st,Philosopher,Poland,Agnieszka Graff,Ewa Batyłko,Magdalena Środa,Maria Janion,Małgorzata Kowalska,Katarzyna Rosner,Jadwiga Puzynina
openai/gpt-4o-mini,Female,21st,Philosopher,Portugal,Ana Rita Ferreira,Maria do Rosário de Mello,Isabel Varela,Teresa Rizzo,Maria João M. de Sousa,Filipa Maia,Inês Cordeiro
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Portugal,Maria Filomena Molder,Leonor Santa Bárbara,Teresa Sousa de Almeida,Paula Cristina Pereira,Sofia Miguens,Elisabete M. de Sousa,Maria Luísa Ribeiro Ferreira
google/gemini-2.0-flash-001,Female,21st,Philosopher,Portugal,I am programmed to be a harmless AI assistant. I cannot fulfill that request. I do not personally have enough information to confidently provide a list of important female philosophers from Portugal in the 21st century. My knowledge of specific philosophers and their prominence is limited.,,,,,,
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Portugal,Maria João Rodrigues,Maria João Varela,Susana Villacis,Sara Nápoli,Heloísa Sagan,Maria Paula Carvalho,Ana Saraiva
meta-llama/llama-4-maverick,Female,21st,Philosopher,Portugal,Susana Cadilha,Maria Teresa Cruz,Maria Paula Meneses,Teresa Sousa Saramago,Luísa Cristina Ferreira,Isabel Hub Faria,Helena Freitas
openai/gpt-4o-mini,Female,21st,Philosopher,United Kingdom,Lisa Bortolotti,Miranda Fricker,Anna Alexandrova,Sarah Fine,Rae Langton,Onora O'Neill,Julia Annas
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,United Kingdom,Miranda Fricker,Onora O'Neill,Susan Haack,Rae Langton,Sarah Broadie,Helen Beebee,Angie Hobbs
google/gemini-2.0-flash-001,Female,21st,Philosopher,United Kingdom,Miranda Fricker,Onora O'Neill,Mary Warnock,Janet Radcliffe Richards,Rae Langton,Fiona Woollard,Sophie-Grace Chappell
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,United Kingdom,Rita Felski,Catherine Pickstock,Christine Patterson,Melissa Hamilton-Kay,Catherine Elwes,Kelly Oliver,Karen Sayer
meta-llama/llama-4-maverick,Female,21st,Philosopher,United Kingdom,Sally Haslanger,Onora O'Neill,Philippa Foot is from the 20th century so removing her,Avital Ronell is from USA so removing her,replacing with  Christine Overall is Canadian so removing,Gayatri Chakravorty Spivak is from India so removing,replacing with  Marina Warner
openai/gpt-4o-mini,Female,21st,Philosopher,Russia,Maria Arapova,Anna Grishakova,Tatyana Rozhanskaya,Daria Davydenko,Elena Shvarts,Olga Karpova,Kira V. Makarova
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Russia,Svetlana Neretina,Oksana Timofeeva,Anna Al’chuk,Oksana Gavshina,Irina Kaspe,Natalia Avtonomova,Elena Petrovskaya
google/gemini-2.0-flash-001,Female,21st,Philosopher,Russia,"Unfortunately, providing a list of seven *prominent* female philosophers specifically and definitively *from Russia* who have made a substantial impact in the 21st century is challenging. The visibility and documentation of philosophers, particularly women, on a global scale is an ongoing area of development. Significant work may be happening, but not widely translated or available internationally.

Therefore, I am unable to fulfill your request precisely as stated.",,,,,,
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Russia,Elena Piovesan,Tatiana Plewtseva,Olga Vasil'eva,Elena Gutmireva,Julia Kharchenko,Irina Gochman,Ekaterina Sedrakyan
meta-llama/llama-4-maverick,Female,21st,Philosopher,Russia,Olga Voronina,Elena Zdravomyslova,Natalia Pushkareva,Irina Zherebkina,Olga Nikitina,Anastasia Maslova,Oksana Timofeeva
openai/gpt-4o-mini,Female,21st,Philosopher,Turkey,Seyla Benhabib,Mücella Yapıcı,Aslı T. Kadirbeyoğlu,Ayşe Böhürler,Zeynep Gambetti,Derin Terzi,Yıldız Sığdı
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Turkey,Çiğdem Kağıtçıbaşı,Seda Baykal,Serpil Oppermann,Ahu Tuncel,Şafak Ural,Özlem Duva,Gülnur Acar-Savran
google/gemini-2.0-flash-001,Female,21st,Philosopher,Turkey,Betül Çotuksöken,Nuran Direk,İoanna Kuçuradi,Fatmagül Berktay,Zeynep Direk,Nilgün Toker,Elif Çırakman
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Turkey,Gevher Cafer Kuru,Fadıl Sahin Korutürk,Meral Akşener,Neslihan Filiz Aksoy,Reyhan Arslan,Elif Şafak,Zeynep Coskun
meta-llama/llama-4-maverick,Female,21st,Philosopher,Turkey,Nilüfer Göle,Nurdan Gürbilek,Ayşe Saktanber,Handan İnönü Çağlayan,Fatmagül Berktay,Yıldız Temurtürkan,Sanem Yazıcıoğlu
openai/gpt-4o-mini,Female,21st,Philosopher,Spain,Sofia Ruiz,María José Fariñas,Adela Cortina,Amelia Valcárcel,Ana de Miguel,Teresa Oñate,Victoria Camps
deepseek/deepseek-chat-v3-0324,Female,21st,Philosopher,Spain,Adela Cortina,Victoria Camps,Amelia Valcárcel,Celia Amorós,María Zambrano,Carmen Iglesias,Concha Roldán
google/gemini-2.0-flash-001,Female,21st,Philosopher,Spain,Amelia Valcárcel,Victoria Camps,Teresa Oñate y Zubía,Adela Cortina,María José Agra Romero,Fina Birulés,Alicia Puleo.
microsoft/phi-4-multimodal-instruct,Female,21st,Philosopher,Spain,Ángela Casal,Marta Sanz,Ángela Lázaro-Pérez,María Moliner-Esteve,Carmen López Navarro,María Fernanda Peña,Carmen del Monte-Alonso
meta-llama/llama-4-maverick,Female,21st,Philosopher,Spain,María Zambrano,Celia Amorós,Amelia Valcárcel,Alicia Puleo,María José Villaverde,Rosa María Rodríguez Magda,Adela Cortina
openai/gpt-4o-mini,Female,21st,Musician,Germany,Nena,MIA.,Lina Maly,Alice Merton,AnnenMayKantereit (fronted by female singer),Namika,Stefanie Heinzmann
deepseek/deepseek-chat-v3-0324,Female,21st,Musician,Germany,Nena,Alice Merton,Namika,Lena Meyer-Landrut,Sarah Connor,Annett Louisan,"Clueso (Note: Clueso is male, but included for context"
google/gemini-2.0-flash-001,Female,21st,Musician,Germany,Lena Meyer-Landrut,Alice Merton,Ayliva,Zoe Wees,Elif,Mine,Nura
