Name,Gender,Century,Scope,Country,DeepSeek_top5_keywords,DeepSeek_sent_neg,DeepSeek_sent_neu,DeepSeek_sent_pos,DeepSeek_sent_compound,DeepSeek_polarity,DeepSeek_subjectivity,Gemini_top5_keywords,Gemini_sent_neg,Gemini_sent_neu,Gemini_sent_pos,Gemini_sent_compound,Gemini_polarity,Gemini_subjectivity,Llama_top5_keywords,Llama_sent_neg,Llama_sent_neu,Llama_sent_pos,Llama_sent_compound,Llama_polarity,Llama_subjectivity,Phi_top5_keywords,Phi_sent_neg,Phi_sent_neu,Phi_sent_pos,Phi_sent_compound,Phi_polarity,Phi_subjectivity,ChatGPT_top5_keywords,ChatGPT_sent_neg,ChatGPT_sent_neu,ChatGPT_sent_pos,ChatGPT_sent_compound,ChatGPT_polarity,ChatGPT_subjectivity
Margarete Susman,Female,20th,Philosopher,Germany,"susman, jewish, und, das, schicksal",0.109,0.832,0.059,-0.8807,0.0535714285714285,0.2309523809523809,"susman, jewish, switzerland, increasing, buber",0.068,0.784,0.149,0.97,0.0860491071428571,0.3351934523809523,"jewish, german, switzerland, philosophy, writings",0.064,0.872,0.064,-0.0387,0.1606666666666666,0.4096666666666667,"susman, nowa, ich, margarete, die",0.044,0.825,0.131,0.9522,0.09,0.2809999999999999,"jewish, susman, philosophy, 1966, thought",0.049,0.871,0.081,0.2382,0.0834722222222222,0.2402777777777777
Leonor Calvera,Female,20th,Philosopher,Argentina,"calvera, carmen, argentine, women, aires",0.037,0.832,0.131,0.9413,0.0946078431372549,0.3558823529411764,"calvera, feminist, burgeoning, argentina, leonor",0.006,0.84,0.153,0.9841,0.1125,0.3288461538461538,"argentina, feminist, women, calvera, la",0.016,0.913,0.071,0.9177,0.1192307692307692,0.55,"calvera, republican, leonor, spanish, exile",0.067,0.827,0.106,0.7906,0.09,0.3391666666666666,"calvera, las, barcelona, literary, spain",0.022,0.843,0.135,0.9822,0.0834650856389987,0.2828063241106718
María Zambrano,Female,20th,Philosopher,Argentina,"zambrano, spanish, reason, spent, madrid",0.083,0.849,0.068,-0.5423,0.0869047619047619,0.3559523809523808,"zambrano, exile, spanish, spain, philosophical",0.039,0.802,0.159,0.9819,0.1235294117647058,0.4088235294117646,"zambrano, spanish, exile, ideas, vélez",0.041,0.849,0.11,0.9509,0.1471153846153846,0.3442307692307692,"zambrano, madrid, maría, exile, existential",0.046,0.881,0.073,0.6486,0.1147727272727272,0.3962121212121212,"zambrano, unamuno, spanish, miguel, 1991",0.03,0.847,0.123,0.9709,0.1411931818181818,0.4614772727272728
Marilena Chaui,Female,20th,Philosopher,Brasil,"chaui, paulo, são, brazil, conformismo",0.032,0.827,0.141,0.9571,0.0980392156862745,0.4019607843137254,"chaui, ideology, marilena, brazilian, usp",0.02,0.808,0.172,0.9844,0.1274691358024691,0.3904320987654321,"chaui, brazil, nacional, public, philosophy",0.0,0.889,0.111,0.9756,0.0939393939393939,0.2541666666666667,"chaui, marilena, são, philosophy, paulo",0.053,0.888,0.06,0.0772,0.0586640211640211,0.2726851851851852,"chaui, philosophy, marilena, brazil, thinking",0.007,0.883,0.11,0.9659,0.0923076923076923,0.3205128205128205
Marcia Tiburi,Female,20th,Philosopher,Brasil,"tiburi, rio, brazil, vacaria, marcia",0.049,0.85,0.101,0.8779,0.0787037037037037,0.3268518518518519,"tiburi, sul, grande, rio, brazilian",0.025,0.846,0.128,0.9629,0.0928160919540229,0.3089080459770114,"tiburi, brazil, philosophy, conversar, diatriba",0.075,0.807,0.119,0.8442,0.0716666666666666,0.3673333333333333,"tiburi, young, adult, marcia, rutgers",0.0,0.797,0.203,0.9958,0.1924910873440285,0.4199866310160428,"tiburi, marcia, brazilian, philosophy, values",0.0,0.838,0.162,0.9858,0.1161764705882352,0.3514705882352941
Olgária Matos,Female,20th,Philosopher,Brasil,"matos, olgária, brazil, paulo, são",0.011,0.871,0.118,0.9698,0.0896825396825397,0.3702380952380952,"matos, usp, brazilian, academic, paulo",0.069,0.841,0.09,0.4767,0.0818452380952381,0.344345238095238,"matos, usp, frankfurt, academic, paulo",0.01,0.865,0.125,0.9766,0.0958333333333333,0.2847222222222221,"matos, olgária, brazilian, paulo, misericórdia",0.022,0.858,0.12,0.9428,0.0912878787878787,0.3734848484848485,"matos, olgária, philosophy, filosofia, paulo",0.0,0.859,0.141,0.9864,0.1336884469696969,0.3061316287878788
Ana M. Araújo,Female,20th,Philosopher,Brasil,"araújo, african, slavery, diaspora, afro",0.044,0.883,0.074,0.5574,0.0475490196078431,0.1906862745098039,"araújo, portuguese, colonial, novel, rosto",0.039,0.822,0.138,0.9601,0.1107638888888888,0.2763888888888888,"araújo, portuguese, lisbon, management, literary",0.0,0.93,0.07,0.9337,0.1025,0.2554166666666667,"araújo, brazilian, ana, são, paulo",0.0,0.865,0.135,0.979,0.1367424242424242,0.3753787878787878,"araújo, literacy, education, ana, educational",0.0,0.87,0.13,0.9818,0.0864035087719298,0.3578947368421053
Berta Waldman,Female,20th,Philosopher,Brasil,"jewish, waldman, brazilian, holocaust, paulo",0.048,0.884,0.068,0.4588,0.1039215686274509,0.1431372549019607,"berta, waldman, holocaust, kurt, theresienstadt",0.052,0.76,0.188,0.9877,0.053030303030303,0.5909090909090909,"waldman, jewish, brazilian, literature, paulo",0.023,0.899,0.077,0.9201,0.1478395061728395,0.2962962962962963,"waldman, vocational, guidance, psychology, berta",0.012,0.928,0.06,0.875,0.1755997474747474,0.370864898989899,"waldman, berta, holocaust, displacement, surviving",0.085,0.766,0.149,0.946,0.1025482093663912,0.3973829201101927
Lorraine Code,Female,20th,Philosopher,Canada,"knowledge, code, feminist, epistemology, thinking",0.026,0.854,0.12,0.9657,0.1837121212121212,0.5064393939393939,"code, knowledge, epistemology, feminist, philosophy",0.025,0.874,0.1,0.9393,0.2479166666666666,0.4677083333333333,"code, epistemic, ecological, philosophy, epistemology",0.024,0.864,0.112,0.9501,0.2013157894736842,0.4372807017543859,"ethics, code, feminist, philosophy, canada",0.0,0.827,0.173,0.9697,0.1111111111111111,0.236111111111111,"code, feminist, knowledge, philosophy, epistemology",0.004,0.915,0.081,0.9559,0.1079166666666666,0.35375
Agnes Callard,Female,20th,Philosopher,Canada,"callard, chicago, philosophy, philosophical, aspiration",0.0,0.9,0.1,0.9432,0.1127213695395513,0.3470374322647049,"callard, philosophical, want, things, value",0.008,0.793,0.199,0.9919,0.1164427526496491,0.327414539483505,"callard, philosophy, agency, aesthetics, ethics",0.024,0.864,0.112,0.9506,0.1794421487603305,0.3879132231404958,"callard, philosophy, playful, humanities, princeton",0.0,0.904,0.096,0.9423,0.0841666666666666,0.355,"callard, aspiration, philosophy, philosophical, chicago",0.0,0.843,0.157,0.9874,0.0973118279569892,0.3129032258064516
Alison Wylie,Female,20th,Philosopher,Canada,"wylie, archaeology, 201, philosophy, science",0.027,0.916,0.058,0.8225,0.0942148760330578,0.3322314049586776,"wylie, philosophy, science, archaeology, feminist",0.0,0.854,0.146,0.9819,0.1216666666666666,0.4058333333333332,"archaeology, wylie, philosophy, feminist, science",0.009,0.85,0.141,0.9872,0.0311111111111111,0.3488888888888889,"wylie, philosophy, narrative, language, interdisciplinary",0.0,0.909,0.091,0.9723,0.1349358974358974,0.2817307692307692,"wylie, philosophy, alison, archaeology, archaeological",0.005,0.896,0.099,0.9733,0.0824545454545454,0.3011818181818181
Amagatsi Azagury,Female,20th,Philosopher,Canada,"azagury, book, arab, morocco, tashawwuf",0.012,0.852,0.136,0.967,0.1314236111111111,0.3576388888888888,"azagury, ethiopian, israeli, israel, ethiopia",0.029,0.859,0.112,0.9313,0.1245614035087719,0.4232456140350877,"azagury, moroccan, architects, morocco, amagatsi",0.0,0.92,0.08,0.9335,0.2015151515151515,0.498800505050505,"sierra, leone, azagury, leonean, amagatsi",0.008,0.817,0.175,0.9933,0.1227777777777777,0.285,"azagury, kigali, rwandan, genocide, makerere",0.057,0.833,0.11,0.91,0.0290421699512608,0.3855795719432082
Andrée Yanacopoulo,Female,20th,Philosopher,Canada,"morin, yanacopoulo, translator, intellectual, marcuse",0.009,0.87,0.121,0.9648,0.2255434782608695,0.3402173913043478,"yanacopoulo, greek, greece, translation, alexandria",0.033,0.908,0.059,0.5859,0.1393097643097643,0.3523288439955106,"yanacopoulo, quebec, montreal, background, sociology",0.0,0.837,0.163,0.9888,0.1253968253968254,0.2785714285714286,"yanacopoulo, le, ribes, television, journal",0.018,0.844,0.139,0.9828,0.1573333333333333,0.3899999999999999,"yanacopoulo, greece, literature, literary, andrée",0.009,0.858,0.133,0.9796,0.1048418972332015,0.2505599472990776
Feng Yuan,Female,20th,Philosopher,China,"yuan, feng, chinese, scholar, 隔绝",0.059,0.807,0.134,0.8625,0.1635942760942761,0.32756734006734,"feng, tong, jian, historical, yuan",0.026,0.878,0.096,0.9312,0.0628928571428571,0.3397857142857142,"yuan, feng, chinese, journalism, dazhao",0.011,0.875,0.114,0.9761,0.1069664031620553,0.3775691699604743,"yuan, chinese, feng, mao, literature",0.01,0.818,0.172,0.9843,0.0965628507295174,0.2693041526374858,"feng, chinese, yuan, literary, literature",0.006,0.879,0.115,0.9672,0.1053968253968254,0.3203968253968253
Ai Xiaodong,Female,20th,Philosopher,China,"ai, revolutionary, 1976, ideological, song",0.109,0.8,0.091,-0.8178,0.103030303030303,0.2924242424242424,"xiaodong, ai, china, borderlands, desperation",0.087,0.827,0.086,-0.2975,0.1257547559966914,0.3963399503722083,"xiaodong, ai, photography, art, chinese",0.0,0.893,0.107,0.9753,0.093275012025012,0.3339105339105339,"ai, chinese, xiaodong, fiction, fantasy",0.012,0.841,0.147,0.9744,0.0913043478260869,0.3543478260869565,"ai, xiaodong, chinese, literary, china",0.009,0.838,0.153,0.9862,0.0978056426332288,0.2582027168234064
Chen Qing,Female,20th,Philosopher,China,"chen, revolutionary, youth, hai, shi",0.093,0.771,0.136,0.6249,0.0941176470588235,0.2411764705882353,"qing, chen, chinese, observations, beijing",0.041,0.775,0.184,0.9841,0.144345238095238,0.4057539682539682,"qing, chen, chinese, history, tsinghua",0.017,0.929,0.054,0.765,0.1200892857142857,0.2915178571428571,"chen, science, fiction, chinese, qing",0.014,0.872,0.114,0.9809,0.145,0.3342857142857142,"chen, chinese, literature, mental, fosters",0.018,0.875,0.107,0.9661,0.0622222222222222,0.2638888888888888
Dai Jinhua,Female,20th,Philosopher,China,"chinese, cultural, cinema, theory, wenyi",0.032,0.912,0.056,0.7096,0.091025641025641,0.2339743589743589,"chinese, dai, jinhua, cultural, critical",0.057,0.836,0.107,0.9152,0.0980081300813008,0.4278048780487805,"cultural, dai, chinese, cinema, film",0.029,0.874,0.097,0.9325,0.0967171717171717,0.2737373737373736,"dai, chinese, jinhua, feminist, translator",0.0,0.927,0.073,0.8176,0.0924603174603174,0.2400793650793651,"dai, chinese, china, feminist, gender",0.031,0.921,0.048,0.6597,0.0806565656565656,0.2818181818181818
Kim Yong-Ok,Female,20th,Philosopher,South Korea,"korean, kim, korea, philosophy, chungang",0.044,0.867,0.088,0.7845,0.1371527777777777,0.4086805555555555,"korea, kim, ok, confucianism, yong",0.049,0.781,0.17,0.9871,0.1669999999999999,0.4441111111111112,"kim, philosophy, eastern, korean, womans",0.01,0.906,0.084,0.9509,0.0738782051282051,0.3197115384615384,"kim, korean, ok, yong, war",0.071,0.768,0.161,0.9776,0.0364130434782608,0.3456521739130434,"kim, korean, north, ok, yong",0.098,0.745,0.157,0.9597,0.0927878787878788,0.4418484848484848
Cho Eun-su,Female,20th,Philosopher,South Korea,"cho, korean, ensures, hankook, capture",0.066,0.846,0.088,0.1783,0.126,0.3553333333333333,"su, eun, cho, korean, insert",0.033,0.807,0.16,0.9773,0.1288194444444444,0.4649305555555555,"cho, korean, south, literary, writing",0.055,0.784,0.161,0.9836,0.0881720430107527,0.3338709677419354,"cho, su, eun, korean, provoked",0.04,0.768,0.192,0.993,0.1083333333333333,0.3712121212121211,"cho, su, eun, seoul, literary",0.017,0.834,0.149,0.984,0.115530303030303,0.3261363636363636
Choi Eun-hee,Female,20th,Philosopher,South Korea,"jong, korean, choi, il, kim",0.093,0.844,0.063,-0.5267,0.1483333333333333,0.4199999999999999,"choi, korean, abducted, ok, shin",0.06,0.848,0.091,0.7845,0.1371212121212121,0.5159090909090908,"abducted, korean, shin, korea, choi",0.097,0.851,0.053,-0.8834,0.0133333333333333,0.2794444444444445,"choi, drama, announcer, kbs, eun",0.0,0.772,0.228,0.9965,0.2885277777777777,0.4885555555555554,"korean, choi, literature, seoul, tranquility",0.014,0.804,0.182,0.9911,0.1335,0.3706666666666665
Choi Hyun-Moo,Female,20th,Philosopher,South Korea,"korean, choi, literary, strings, moo",0.021,0.779,0.2,0.9905,0.1321666666666666,0.3086666666666666,"kbs, broadcasting, announcer, moo, entertainment",0.005,0.734,0.261,0.9953,0.3117283950617284,0.5574786324786325,"kbs, entertainment, hosting, mbc, comedian",0.01,0.637,0.353,0.9975,0.2281944444444444,0.5614690170940171,"choi, korean, literary, moo, hyun",0.029,0.831,0.14,0.9856,0.0681397306397306,0.3003577441077441,"choi, host, actor, moo, broadcasting",0.009,0.658,0.333,0.9984,0.3396245059288537,0.5865942028985508
Judith Butler,Female,20th,Philosopher,United States,"butler, gender, performativity, identifies, constructed",0.011,0.888,0.101,0.9528,0.1205128205128205,0.182051282051282,"butler, gender, sexuality, philosophy, jewish",0.052,0.84,0.107,0.8909,0.0379805996472663,0.3495855379188712,"butler, gender, philosophy, identity, interests",0.026,0.879,0.094,0.9413,0.0219696969696969,0.2606060606060606,"butler, gender, performativity, judith, philosophy",0.012,0.947,0.041,0.6369,0.0775468975468975,0.3577489177489177,"butler, gender, theory, philosophy, psychic",0.038,0.867,0.094,0.9136,0.0712962962962963,0.3212962962962963
Martha Nussbaum,Female,20th,Philosopher,United States,"nussbaum, justice, harvard, berggruen, freund",0.0,0.829,0.171,0.9847,0.0872053872053872,0.290993265993266,"nussbaum, philosophy, capabilities, ancient, ethics",0.0,0.833,0.167,0.9895,0.1249526515151515,0.2606060606060606,"nussbaum, harvard, ethics, classical, philosophers",0.01,0.835,0.155,0.9906,0.121408529741863,0.3807239057239057,"nussbaum, philosophy, chicago, capabilities, rights",0.035,0.782,0.183,0.9904,0.0750819000819,0.2726453726453726,"nussbaum, philosophy, capabilities, harvard, ethical",0.007,0.855,0.138,0.9882,0.1209498834498834,0.2572261072261071
Susan Langer,Female,20th,Philosopher,United States,"langer, symbolism, feeling, connecticut, philosophy",0.053,0.863,0.083,0.3818,0.0731818181818182,0.3700505050505051,"langer, philosophy, symbolism, college, radcliffe",0.026,0.873,0.101,0.9558,0.1869301712779973,0.4093807641633727,"langer, philosophy, feeling, symbolic, american",0.005,0.905,0.09,0.9647,0.0682224025974026,0.3345508658008658,"langer, art, feeling, study, meaning",0.034,0.886,0.08,0.8793,0.0773164335664335,0.3737470862470862,"langer, art, symbolism, philosophy, philosophical",0.0,0.928,0.072,0.9393,0.0733100233100233,0.3253496503496503
Hélène Cixous,Female,20th,Philosopher,France,"cixous, french, jewish, laugh, vincennes",0.0,0.822,0.178,0.9816,0.1484375,0.3510416666666667,"cixous, feminist, french, language, subverts",0.054,0.859,0.087,0.6808,0.0898148148148148,0.3601851851851851,"cixous, feminist, theory, prix, critique",0.01,0.889,0.1,0.9501,0.1391304347826087,0.3597826086956521,"cixous, feminist, hélène, essay, rire",0.032,0.815,0.153,0.9807,0.0939015151515151,0.294810606060606,"cixous, feminist, promethea, oran, écriture",0.014,0.881,0.105,0.9705,0.1962121212121212,0.389712918660287
Julia Kristeva,Female,20th,Philosopher,France,"kristeva, psychoanalyst, linguistics, language, psychoanalysis",0.038,0.903,0.059,0.4215,0.0775641025641025,0.3692307692307692,"kristeva, bulgaria, psychoanalyst, language, intellectual",0.025,0.848,0.127,0.9732,0.152,0.3836666666666666,"kristeva, psychoanalyst, linguistics, language, theories",0.015,0.862,0.123,0.9771,0.1370833333333333,0.3908333333333333,"kristeva, language, poststructuralism, abjection, intersecting",0.049,0.87,0.08,0.6249,0.1361111111111111,0.5493055555555555,"kristeva, intellectual, feminist, sollers, sliven",0.027,0.854,0.119,0.9729,0.1508620689655172,0.3557471264367816
Michèle Le Doeuff,Female,20th,Philosopher,France,,0.0,0.0,0.0,0.0,0.0,0.0,"doeuff, philosophy, philosophical, le, feminist",0.056,0.87,0.074,0.6597,0.1311666666666666,0.38,"philosophy, doeuff, le, philosophical, feminist",0.0,0.945,0.055,0.8467,0.1422348484848485,0.2901515151515151,"doeuff, le, feminist, philosophy, des",0.024,0.875,0.1,0.9413,0.096813725490196,0.4137254901960784,"doeuff, le, feminist, philosophy, women",0.005,0.852,0.142,0.9855,0.1178853754940711,0.3440382081686429
Adriana Cavarero,Female,20th,Philosopher,Italy,"cavarero, feminist, philosophy, political, privileging",0.049,0.828,0.122,0.8807,0.1814814814814814,0.3916666666666666,"cavarero, political, vulnerability, philosophy, thinking",0.049,0.846,0.106,0.9067,0.0836538461538461,0.3240384615384614,"cavarero, feminist, philosophy, violence, traditional",0.045,0.926,0.029,-0.7003,0.1178571428571428,0.3464285714285714,"cavarero, verona, ethics, adriana, identity",0.0,0.911,0.089,0.9698,0.0789855072463768,0.2822463768115942,"cavarero, relational, feminist, verona, philosophy",0.009,0.914,0.077,0.9253,0.0615942028985507,0.3413043478260869
Carla Lonzi,Female,20th,Philosopher,Italy,"lonzi, donna, feminist, women, radical",0.113,0.777,0.11,-0.1531,0.1282051282051282,0.2628205128205128,"lonzi, feminist, patriarchal, carla, radical",0.074,0.843,0.083,0.34,0.1286231884057971,0.4721014492753623,"lonzi, feminist, art, femminile, rivolta",0.038,0.868,0.094,0.8748,0.0304895104895104,0.379067599067599,"lonzi, feminist, art, carla, artistic",0.0,0.893,0.107,0.9578,0.1565343607010274,0.5144845894845895,"feminist, lonzi, art, critic, rivolta",0.045,0.861,0.094,0.9118,0.0869047619047619,0.4384920634920635
Luisa Muraro,Female,20th,Philosopher,Italy,"symbolic, feminist, muraro, verona, difference",0.051,0.871,0.079,0.765,0.1123188405797101,0.2826086956521739,"muraro, feminist, symbolic, maternal, patriarchal",0.0,0.863,0.137,0.9781,0.1630434782608696,0.4318840579710145,"feminist, muraro, symbolic, philosophy, naples",0.0,0.909,0.091,0.9595,0.0953703703703703,0.3361111111111111,"muraro, feminist, italian, fosfura, gender",0.0,0.947,0.053,0.714,0.0906862745098039,0.1024509803921568,"muraro, feminist, luisa, women, philosophy",0.0,0.911,0.089,0.9618,0.177139037433155,0.503698752228164
Maria Zambrano,Female,20th,Philosopher,Italy,"philosophy, zambrano, reason, spanish, 1939",0.122,0.824,0.054,-0.9044,0.2541666666666666,0.5625,"zambrano, spain, exile, spanish, republican",0.057,0.803,0.14,0.9623,0.1347222222222222,0.4385416666666666,"zambrano, spanish, thinkers, aldave, divino",0.048,0.913,0.039,-0.5515,0.1166666666666666,0.375952380952381,"zambrano, spanish, intellectual, exile, philosophy",0.035,0.861,0.104,0.9678,0.0898936170212765,0.3212765957446808,"zambrano, spanish, spain, philosophy, thought",0.022,0.85,0.128,0.9819,0.0662037037037037,0.3601851851851851
Ada Negri,Female,20th,Philosopher,Italy,"negri, 1896, mattutina, fatalità, lodi",0.103,0.801,0.097,-0.465,0.0242165242165242,0.2673076923076923,"negri, ada, milan, collection, motta",0.103,0.775,0.122,0.714,0.1157051282051282,0.4295272435897435,"negri, poet, vespertina, tempeste, fatalità",0.112,0.801,0.086,-0.8768,0.1269444444444444,0.4344444444444443,"negri, italian, di, 1935, pensieri",0.033,0.783,0.184,0.9851,0.0943181818181818,0.296969696969697,"negri, feminist, italian, poetry, milan",0.056,0.835,0.11,0.9081,0.0454826038159371,0.3754769921436587
Hiroko Sakai,Female,20th,Philosopher,Japan,"sakai, japanese, tokyo, firefly, japan",0.033,0.837,0.13,0.9718,0.0700617283950617,0.3299382716049382,"sakai, immigrant, cultural, canada, meaningfully",0.022,0.87,0.107,0.9432,0.085,0.3646666666666666,"sakai, japan, japanese, writing, provoking",0.0,0.926,0.074,0.9349,0.0954861111111111,0.3465277777777777,"sakai, japanese, western, goddess, tokyo",0.0,0.866,0.134,0.9769,0.158092833092833,0.3370731120731121,"sakai, japan, hiroko, literature, women",0.013,0.848,0.14,0.9784,0.1179487179487179,0.3910256410256409
Chiyono Shinozaki,Female,20th,Philosopher,Japan,"shinozaki, chiyono, sato, kenji, japan",0.095,0.81,0.095,0.0,0.0958333333333333,0.3447916666666667,"shinozaki, bombing, hiroshima, nuclear, survivors",0.148,0.688,0.164,0.2263,0.0326923076923076,0.498076923076923,"shinozaki, german, japanese, germany, languages",0.0,0.897,0.103,0.9652,0.06875,0.2026785714285714,"shinozaki, japanese, darker, japan, war",0.104,0.796,0.1,-0.6139,0.1103535353535353,0.3636363636363635,"shinozaki, chiyono, heart, japanese, speaks",0.017,0.811,0.172,0.9901,0.0913333333333333,0.2933333333333333
Hatsue Aoki,Female,20th,Philosopher,Japan,"firebombings, hatsue, aoki, tokyo, portrayals",0.072,0.928,0.0,-0.5994,0.0,0.2133333333333333,"aoki, japanese, seattle, writing, american",0.101,0.806,0.094,-0.7126,0.047183908045977,0.3884482758620689,"aoki, japanese, americans, california, relocation",0.109,0.815,0.077,-0.8225,0.0801724137931034,0.2795977011494253,"aoki, hatsue, japan, ryuhei, disruptions",0.073,0.787,0.141,0.9581,0.1051282051282051,0.2907051282051281,"aoki, hatsue, japanese, american, california",0.067,0.853,0.08,0.1531,0.093010752688172,0.2814516129032257
Juliana González Valenzuela,Female,20th,Philosopher,Mexico,"valenzuela, bioethics, gonzález, mexico, unam",0.0,0.857,0.143,0.9753,0.12,0.305,"valenzuela, gonzález, philosophy, mexico, ética",0.0,0.822,0.178,0.99,0.1482603815937149,0.3612794612794612,"valenzuela, gonzález, philosophy, mexican, unam",0.0,0.909,0.091,0.9584,0.0518939393939393,0.3128787878787878,"valenzuela, gonzález, mexican, juliana, journalist",0.055,0.836,0.11,0.9169,0.1054687499999999,0.3247395833333333,"valenzuela, chile, gonzález, chilean, literature",0.008,0.806,0.185,0.9921,0.1189149560117302,0.3092864125122189
Margarita M. Valdés,Female,20th,Philosopher,Mexico,"valdés, philosophy, unam, philosophers, ethics",0.0,0.883,0.117,0.9565,0.1176470588235294,0.3088235294117647,"valdés, philosophy, feminist, mexico, philosophical",0.011,0.865,0.124,0.9612,0.1376811594202898,0.4188405797101449,"moral, valdés, philosophy, ethics, objectivity",0.02,0.911,0.07,0.8955,0.078525641025641,0.3310897435897436,"valdés, cuban, exile, caracoles, posdata",0.029,0.828,0.143,0.9652,0.0346153846153846,0.3529914529914529,"valdés, cuban, latinx, margarita, american",0.0,0.867,0.133,0.9839,0.0984126984126984,0.2126984126984127
Adriana Yáñez,Female,20th,Philosopher,Mexico,"yáñez, la, tormenta, datos, nosotras",0.065,0.831,0.104,0.6486,0.0863095238095238,0.3321428571428571,"yáñez, mexican, literature, filo, yarás",0.037,0.802,0.16,0.9811,0.1166666666666666,0.446551724137931,"yáñez, venezuelan, venezuela, las, nudo",0.032,0.876,0.092,0.9287,0.0698412698412698,0.303968253968254,"yáñez, chile, pinochet, adriana, rights",0.04,0.806,0.154,0.9867,0.0989898989898989,0.3494949494949494,"yáñez, chile, literature, neruda, charged",0.012,0.84,0.148,0.982,0.0858100233100233,0.3932983682983683
Etty Hillesum,Female,20th,Philosopher,Netherlands,"westerbork, diaries, letters, jewish, 1943",0.125,0.735,0.14,0.4367,0.0601190476190476,0.4226190476190477,"etty, inner, spiritual, diaries, 1943",0.073,0.715,0.211,0.9917,0.1108024691358024,0.462037037037037,"etty, jewish, camp, persecution, 1943",0.081,0.842,0.077,-0.2732,0.0215686274509803,0.4411764705882353,"hillesum, diary, jewish, etty, unimaginable",0.065,0.795,0.14,0.9581,0.1229166666666666,0.3654166666666666,"hillesum, etty, westerbork, jewish, testament",0.14,0.736,0.124,-0.6705,0.0871794871794871,0.3653846153846153
Hanna Arendt,Female,20th,Philosopher,Netherlands,"arendt, totalitarianism, eichmann, princeton, jewish",0.07,0.85,0.08,0.25,0.1004870129870129,0.3627344877344876,"arendt, eichmann, political, germany, jewish",0.077,0.847,0.076,-0.3182,0.078572891072891,0.4233210483210483,"jewish, eichmann, arendt, totalitarianism, nazi",0.094,0.825,0.08,-0.6808,-0.0040454545454545,0.2388484848484848,"arendt, eichmann, banality, princeton, evil",0.098,0.822,0.08,-0.8957,-0.0224358974358974,0.2602564102564102,"arendt, eichmann, evil, totalitarianism, systems",0.065,0.841,0.094,0.7269,-0.0005131964809384,0.4316226783968718
Anna-Teresa Tymieniecka,Female,20th,Philosopher,Netherlands,"tymieniecka, husserl, phenomenology, philosophy, fribourg",0.024,0.91,0.066,0.7096,0.1194444444444444,0.2794444444444445,"tymieniecka, phenomenological, pope, phenomenology, relationship",0.057,0.825,0.118,0.8905,0.2217261904761905,0.4428571428571429,"tymieniecka, phenomenology, philosophical, philosophy, university",0.0,0.885,0.115,0.9716,0.1787037037037037,0.4009259259259259,"tymieniecka, phenomenology, teresa, experience, philosophy",0.019,0.88,0.101,0.9601,0.0712962962962963,0.3976851851851852,"tymieniecka, philosophy, existential, teresa, phenomenology",0.014,0.85,0.136,0.9826,0.0882183908045976,0.3744252873563218
Annemarie G. М. de Bruin,Female,20th,Philosopher,Netherlands,"bruin, postcolonial, dutch, literature, bruine",0.011,0.868,0.122,0.9641,0.1795351473922902,0.3508503401360544,"bruin, entrepreneurship, gender, innovation, inclusive",0.0,0.852,0.148,0.975,0.1652236652236652,0.4057720057720057,"bruin, economic, economics, substantially, academic",0.008,0.891,0.102,0.9612,0.1354493207941484,0.4194096133751306,"bruin, dutch, annemarie, amsterdam, illustrations",0.057,0.866,0.077,0.2023,0.1910714285714286,0.5827380952380953,"bruin, annemarie, psychology, educational, dutch",0.008,0.853,0.139,0.9855,0.1222222222222222,0.3827160493827161
Helga Hernes,Female,20th,Philosopher,Norway,"hernes, welfare, oslo, norway, gender",0.0,0.854,0.146,0.9818,0.0638888888888889,0.2722222222222222,"hernes, gender, norwegian, ambassador, power",0.0,0.852,0.148,0.9852,0.0896527777777777,0.2777083333333333,"norwegian, state, feminist, hernes, diplomacy",0.017,0.914,0.069,0.8779,0.0666666666666666,0.2643939393939394,"hernes, gender, feminist, norway, women",0.016,0.853,0.131,0.9712,0.1433779761904761,0.3360863095238095,"hernes, gender, equality, sociology, women",0.0,0.883,0.117,0.9806,0.0895833333333333,0.3423611111111111
Aftenposten Sæther,Female,20th,Philosopher,Norway,"aftenposten, sæther, involve, details, specific",0.015,0.9,0.085,0.8591,0.1079545454545454,0.4071969696969697,"sæther, aftenposten, norwegian, commentator, norway",0.013,0.895,0.093,0.9136,0.1294332210998877,0.3301066217732885,"sæther, aftenposten, norwegian, henning, likely",0.008,0.947,0.046,0.7876,0.099609375,0.3833333333333333,"sæther, aftenposten, norway, norwegian, journalists",0.061,0.785,0.154,0.9769,0.1114583333333333,0.432986111111111,"sæther, aftenposten, journalism, columnist, norwegian",0.016,0.824,0.159,0.9881,0.0672839506172839,0.3
Agnes Høgsæth,Female,20th,Philosopher,Norway,"kråkesølv, høgsæth, dark, westerdals, ørsta",0.0,0.816,0.184,0.9834,0.1527777777777777,0.3666666666666667,"ravatn, 53, agnes, norwegian, humor",0.026,0.776,0.198,0.9889,0.1746376811594203,0.4590579710144927,"høgsæth, norwegian, writing, author, dyslexia",0.029,0.878,0.093,0.9213,0.1134920634920634,0.3674603174603175,"høgsæth, younger, danish, brother, life",0.118,0.777,0.105,-0.2263,0.05,0.3092261904761903,"høgsæth, agnes, norwegian, literature, journalist",0.008,0.83,0.161,0.9891,0.1212962962962963,0.3564814814814814
