"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Ringo Sheena","Female","20th","Musician","Japan","jihen, japan, sheena, ringo, tokyo","0.009","0.872","0.119","0.9782","0.10391022021456806","0.3921230942970073"
"Chavela Vargas","Female","20th","Musician","Mexico","vargas, chavela, music, costa, mexican","0.045","0.811","0.144","0.9712","0.1118421052631579","0.4929824561403509"
"Amparo Ochoa","Female","20th","Musician","Mexico","ochoa, music, canción, nueva, mexican","0.0","0.856","0.144","0.9832","0.08374999999999999","0.38875"
"Consuelo Velázquez","Female","20th","Musician","Mexico","velázquez, mexican, music, bésame, mucho","0.0","0.91","0.09","0.9545","0.18333333333333335","0.3119047619047619"
"Eugenia León","Female","20th","Musician","Mexico","león, mexican, mexico, tlaxcala, grammy","0.0","0.757","0.243","0.9958","0.2799242424242424","0.5045454545454545"
"Lila Downs","Female","20th","Musician","Mexico","downs, music, oaxaca, american, indigenous","0.017","0.854","0.13","0.9788","0.09563492063492063","0.3365079365079365"
"Liesbeth List","Female","20th","Musician","Netherlands","dutch, list, cabaret, bandung, vreeswijk","0.0","0.858","0.142","0.978","0.26805555555555555","0.5129629629629631"
"Anouk","Female","20th","Musician","Netherlands","anouk, netherlands, successful, song, performances","0.036","0.749","0.215","0.9892","0.13594553594553593","0.6069889986556652"
"Margriet Eshuijs","Female","20th","Musician","Netherlands","eshuijs, margriet, eye, music, netherlands","0.046","0.878","0.076","0.6249","0.15625","0.45625"
"Trijntje Oosterhuis","Female","20th","Musician","Netherlands","oosterhuis, tjeerd, trijntje, touch, netherlands","0.0","0.88","0.12","0.9761","0.16428571428571428","0.4428571428571429"
"Anneke Gronloh","Female","20th","Musician","Netherlands","indonesian, dutch, grönloh, music, indonesia","0.0","0.893","0.107","0.9749","0.15059740259740262","0.45608658008658"
"Susanne Sundfør","Female","20th","Musician","Norway","sundfør, norwegian, susanne, music, album","0.009","0.818","0.172","0.9901","0.13482142857142856","0.34017857142857144"
"Marit Larsen","Female","20th","Musician","Norway","larsen, m2m, norway, don, albums","0.025","0.802","0.172","0.9864","0.22342241092241089","0.4331876456876457"
"Edyta Górniak","Female","20th","Musician","Poland","górniak, poland, dotyk, edyta, song","0.0","0.811","0.189","0.9916","0.23602597402597403","0.46665800865800877"
"Grażyna Bacewicz","Female","20th","Musician","Poland","violin, bacewicz, violinist, polish, concertos","0.045","0.879","0.076","0.7574","0.13125","0.43437499999999996"
"Halina Frąckowiak","Female","20th","Musician","Poland","polish, frąckowiak, nic, music, halina","0.0","0.831","0.169","0.9822","0.2918560606060607","0.5388257575757576"
"Maryla Rodowicz","Female","20th","Musician","Poland","maryla, rodowicz, sopot, polish, theater","0.005","0.821","0.174","0.9889","0.2014194139194139","0.49542124542124544"
"Urszula Dudziak","Female","20th","Musician","Poland","jazz, urszula, singing, polish, straconka","0.01","0.805","0.185","0.989","0.21842105263157896","0.5228070175438596"
"Dulce Pontes","Female","20th","Musician","Portugal","pontes, music, portuguese, coração, song","0.013","0.836","0.151","0.9835","0.1855429292929293","0.5269255050505051"
"Mariza","Female","20th","Musician","Portugal","fado, mariza, portuguese, accolutions, curvo","0.006","0.859","0.135","0.979","0.09646464646464646","0.3502525252525252"
"Mísia","Female","20th","Musician","Portugal","mísia, portuguese, music, styles, morente","0.0","0.875","0.125","0.9806","0.16266666666666665","0.42100000000000004"
"Teresa Salgueiro","Female","20th","Musician","Portugal","salgueiro, madredeus, fado, music, band","0.0","0.889","0.111","0.9757","0.2956521739130435","0.5536231884057972"
"Kate Bush","Female","20th","Musician","United Kingdom","bush, music, hounds, financed, bexleyheath","0.008","0.853","0.139","0.986","0.13164730006835268","0.45693210298473447"
"Dusty Springfield","Female","20th","Musician","United Kingdom","springfield, dusty, duo, albums, preacher","0.018","0.836","0.146","0.9871","0.11317886658795748","0.5633559622195986"
"PJ Harvey","Female","20th","Musician","United Kingdom","harvey, musician, music, artists, critically","0.033","0.865","0.102","0.9432","0.03819638694638695","0.4862208624708625"
"Amy Winehouse","Female","20th","Musician","United Kingdom","winehouse, fuller, simon, album, music","0.137","0.754","0.109","-0.6918","0.0906060606060606","0.33992143658810325"
"Annie Lennox","Female","20th","Musician","United Kingdom","lennox, eurythmics, like, poverty, hits","0.037","0.728","0.235","0.9936","0.24515151515151518","0.5243939393939394"
"Alla Pugacheva","Female","20th","Musician","Russia","pugacheva, alla, russian, music, musical","0.005","0.867","0.128","0.9836","0.23545454545454544","0.4535151515151516"
"Galina Vishnevskaya","Female","20th","Musician","Russia","opera, leningrad, vishnevskaya, galina, citizenship","0.062","0.806","0.132","0.9336","0.17566844919786095","0.4443850267379679"
"Lyudmila Zykina","Female","20th","Musician","Russia","russian, zykina, folk, songs, ussr","0.0","0.814","0.186","0.9931","0.08095238095238096","0.2896825396825397"
"Sofia Gubaidulina","Female","20th","Musician","Russia","gubaidulina, compose, conservatory, musical, soviet","0.005","0.872","0.123","0.9791","0.11249999999999999","0.37147435897435904"
"Anna Netrebko","Female","20th","Musician","Russia","opera, netrebko, verdi, sopranos, mozart","0.0","0.917","0.083","0.9557","0.07549407114624507","0.2987483530961792"
"Ajda Pekkan","Female","20th","Musician","Turkey","turkish, pekkan, song, music, singles","0.0","0.854","0.146","0.9778","0.2688852813852814","0.48206469456469453"
"Müzeyyen Senar","Female","20th","Musician","Turkey","turkish, music, senar, classical, musicians","0.0","0.955","0.045","0.7814","0.14375","0.38802083333333337"
"Safiye Ayla","Female","20th","Musician","Turkey","turkish, münir, selçuk, ayla, nurettin","0.0","0.907","0.093","0.9601","0.12270114942528737","0.4586206896551724"
"Lola Flores","Female","20th","Musician","Spain","flores, spanish, lola, flamenco, la","0.027","0.889","0.084","0.9061","0.20006410256410254","0.5153205128205127"
"Luz Casal","Female","20th","Musician","Spain","casal, luz, music, spanish, album","0.018","0.828","0.155","0.9853","0.1716765873015873","0.36205357142857136"
"Hedy Lamarr","Female","20th","Inventor","Germany","hollywood, lamarr, austria, technology, invention","0.051","0.915","0.034","-0.5859","0.008035714285714288","0.30238095238095236"
"Hertha Sponer","Female","20th","Inventor","Germany","sponer, duke, molecular, physical, anti","0.047","0.863","0.09","0.8765","0.1013157894736842","0.3347744360902256"
"Melitta Bentz","Female","20th","Inventor","Germany","coffee, melitta, bentz, filter, company","0.071","0.815","0.114","0.7105","0.09478114478114476","0.4625420875420875"
"Eva Duarte de Perón","Female","20th","Inventor","Argentina","perón, poor, argentine, eva, husband","0.135","0.771","0.094","-0.8935","-0.03437500000000002","0.5229166666666666"
"Alicia Netto Hernández","Female","20th","Inventor","Argentina","hernández, cuban, noche, writing, fósforos","0.011","0.829","0.161","0.985","0.15340909090909088","0.45037878787878777"
"Beatriz G. D. Planchart","Female","20th","Inventor","Argentina","planchart, venezuelan, venezuela, writing, mistral","0.0","0.86","0.14","0.9837","0.16174242424242424","0.4002525252525252"
"Nise da Silveira","Female","20th","Inventor","Brasil","healing, art, center, valentim, rubem","0.048","0.845","0.108","0.9136","0.07258522727272726","0.3737215909090909"
"Amélia Vaquer-Salzmann","Female","20th","Inventor","Brasil","catalan, vaquer, salzmann, translation, barcelona","0.0","0.931","0.069","0.9423","0.07833333333333334","0.24966666666666665"
"Ana Botafogo","Female","20th","Inventor","Brasil","ballet, botafogo, municipal, danced, theatro","0.0","0.928","0.072","0.9272","0.21000000000000002","0.4233333333333333"
"Anna Maria da Costa Sztutman","Female","20th","Inventor","Brasil","maria, ana, sztutman, costa, brazilian","0.014","0.861","0.125","0.9808","0.14625000000000005","0.3845833333333332"
"Maud Menten","Female","20th","Inventor","Canada","menten, michaelis, kinetics, enzyme, toronto","0.039","0.933","0.027","-0.575","0.021119929453262784","0.30950176366843035"
"Alice Evelyn Wilson","Female","20th","Inventor","Canada","geology, wilson, geologist, canada, canadian","0.007","0.828","0.164","0.9905","0.12578563411896745","0.43528338945005607"
"Wu Yi","Female","20th","Inventor","China","petroleum, chinese, premier, ranking, vice","0.0","0.877","0.123","0.975","0.21296296296296294","0.4212962962962964"
"Kim Siyeon","Female","20th","Inventor","South Korea","literary, korean, kim, seoul, daljin","0.027","0.818","0.154","0.9849","0.10400000000000001","0.278"
"Choi Eun-kyung","Female","20th","Inventor","South Korea","speed, skating, track, skaters, eun","0.012","0.847","0.141","0.9827","0.1658333333333333","0.398452380952381"
"Choi-Sik Park","Female","20th","Inventor","South Korea","park, writing, american, creative, grapples","0.01","0.836","0.154","0.9861","0.1382034632034632","0.3293290043290043"
"Chung Kiwon","Female","20th","Inventor","South Korea","kiwon, chung, korean, korea, literary","0.036","0.811","0.153","0.9789","0.16111111111111112","0.42152777777777767"
"Grace Hopper","Female","20th","Inventor","United States","computer, hopper, navy, rear, vassar","0.017","0.826","0.157","0.9847","0.08775252525252526","0.4170454545454545"
"Stephanie Kwolek","Female","20th","Inventor","United States","kwolek, strength, kevlar, composites, armor","0.015","0.857","0.128","0.9779","0.13853535353535354","0.41474747474747475"
"Bette Nesmith Graham","Female","20th","Inventor","United States","graham, corporation, liquid, paper, nesmith","0.032","0.834","0.134","0.9776","0.1992257742257742","0.48798701298701286"
"Marion Donovan","Female","20th","Inventor","United States","donovan, diaper, disposable, layer, inventor","0.063","0.803","0.133","0.9231","0.05833333333333333","0.2816666666666666"
"Marthe Gauthier","Female","20th","Inventor","France","gauthier, lejeune, chromosomal, discovery, syndrome","0.012","0.958","0.031","0.6495","-0.0023809523809523825","0.37023809523809526"
"Laura Bassi","Female","20th","Inventor","Italy","bassi, bologna, 1732, physics, philosophy","0.023","0.858","0.12","0.9632","0.1670289855072464","0.391304347826087"
"Maria Artini","Female","20th","Inventor","Italy","artini, electrical, engineering, engineers, italy","0.016","0.857","0.126","0.9725","0.14833333333333337","0.4404166666666667"
"Maria Montessori","Female","20th","Inventor","Italy","montessori, method, rome, education, children","0.038","0.872","0.09","0.8934","0.10535714285714289","0.34732142857142856"
"Adriana Bertolucci","Female","20th","Inventor","Italy","bertolucci, adriana, bernardo, son, attilio","0.028","0.824","0.148","0.9797","0.12295173961840627","0.41097081930415263"
"Fusae Nagai","Female","20th","Inventor","Japan","nagai, women, suffrage, japanese, teacher","0.081","0.815","0.105","0.6124","0.08843193843193844","0.28397065897065893"
"Hideko Nishioka","Female","20th","Inventor","Japan","japanese, nishioka, literature, works, women","0.024","0.88","0.096","0.9542","0.13252688172043015","0.3268817204301075"
"Hiroko Anka","Female","20th","Inventor","Japan","ogawa, hiroko, yōko, author, japanese","0.008","0.9","0.092","0.9647","0.05261904761904762","0.3352380952380952"
"María Teresa Gutiérrez","Female","20th","Inventor","Mexico","mexico, gutiérrez, mexican, short, poniente","0.013","0.864","0.123","0.9595","0.17566666666666667","0.3176666666666666"
"Alicia Lind Rodríguez Díaz","Female","20th","Inventor","Mexico","lind, rodríguez, díaz, alicia, provide","0.006","0.834","0.159","0.9865","0.2754166666666667","0.53"
"Ana María Téllez-Vázquez","Female","20th","Inventor","Mexico","téllez, vázquez, la, méxico, literary","0.008","0.909","0.083","0.9477","0.048","0.22999999999999995"
"Antonia Nava de Catalán","Female","20th","Inventor","Mexico","catalán, nava, literary, poet, spanish","0.021","0.868","0.112","0.9645","0.17729885057471262","0.40833333333333327"
"Ank Salomons","Female","20th","Inventor","Netherlands","salomons, van, dutch, writing, rode","0.009","0.907","0.085","0.9493","0.10580357142857143","0.45014880952380953"
"Anna Maria van Schurman","Female","20th","Inventor","Netherlands","woman, 1678, labadist, 1636, labadism","0.031","0.882","0.087","0.8807","0.15175438596491225","0.4192982456140351"
"Anne Frank","Female","20th","Inventor","Netherlands","anne, diary, helpers, otto, camps","0.101","0.791","0.108","-0.2831","0.14901960784313725","0.5117647058823529"
"Ans van der Meer","Female","20th","Inventor","Netherlands","meer, der, van, children, teacher","0.027","0.88","0.093","0.9313","0.17407407407407405","0.43425925925925923"
"Beatrijs ter Winkel","Female","20th","Inventor","Netherlands","winkel, ter, rijksakademie, amsterdam, dutch","0.021","0.927","0.052","0.765","0.09541666666666668","0.4916666666666666"
"Anna B. Løken","Female","20th","Inventor","Norway","løken, camp, resistance, concentration, norwegian","0.101","0.76","0.139","0.8009","0.02301587301587301","0.371031746031746"
"Anna Bågenholm","Female","20th","Inventor","Norway","bågenholm, radiologist, hypothermia, medical, recovery","0.098","0.745","0.158","0.9589","0.13169856459330143","0.3129186602870813"
"Anna Platou","Female","20th","Inventor","Norway","chechen, politkovskaya, anna, gazeta, journalists","0.216","0.726","0.059","-0.9891","-0.013352272727272723","0.23309659090909096"
"Astrid Bjørkås","Female","20th","Inventor","Norway","bjørkås, fløgstad, arendal, literary, oslo","0.022","0.925","0.053","0.7506","0.06157647907647907","0.31905122655122653"
"Bergljot Børresen","Female","20th","Inventor","Norway","børresen, children, writing, oslo, teacher","0.025","0.845","0.13","0.9757","0.08010752688172043","0.37983870967741934"
"Aniela Aflalo","Female","20th","Inventor","Poland","aniela, aflalo, person, get_biography, fessenden","0.0","1.0","0.0","0.0","0.0","0.0"
"Anna Nałkowska","Female","20th","Inventor","Poland","nałkowska, polish, warsaw, romans, granica","0.06","0.863","0.077","0.6369","0.07743055555555556","0.351736111111111"
"Maria Amélia Chaves","Female","20th","Inventor","Portugal","chaves, portuguese, rimas, fragmentada, régio","0.025","0.86","0.115","0.9584","0.17812500000000003","0.4567708333333333"
"Adelaide Meira Santos","Female","20th","Inventor","Portugal","meira, santos, portuguese, literary, milfontes","0.009","0.809","0.183","0.9918","0.15555555555555559","0.3535714285714285"
"Adélia Ferreira","Female","20th","Inventor","Portugal","ferreira, portuguese, apparition, véu, aparição","0.0","0.88","0.12","0.9753","0.19218749999999998","0.34583333333333327"
"Margaret Wilcox","Female","20th","Inventor","United Kingdom","margaret, machine, refrigerator, washing, inventing","0.034","0.808","0.158","0.9779","0.19462962962962968","0.46370370370370373"
"Mary Anderson","Female","20th","Inventor","United Kingdom","anderson, invention, windshield, patent, farm","0.01","0.822","0.168","0.9768","0.08070887445887447","0.3738906926406926"
"Zinaida Yermolyeva","Female","20th","Inventor","Russia","yermolyeva, penicillin, soviet, microbiology, cholera","0.053","0.829","0.118","0.9217","0.11011904761904763","0.3654761904761905"
"Valentina Tereshkova","Female","20th","Inventor","Russia","tereshkova, space, program, soviet, women","0.0","0.905","0.095","0.9552","0.23257575757575755","0.4946969696969697"
"Alla Azarova","Female","20th","Inventor","Russia","chess, azarova, players, alla, ukraine","0.0","0.857","0.143","0.9856","0.17465277777777777","0.4284722222222222"
"Anna Kékulé","Female","20th","Inventor","Russia","friedrich, kekulé, anna, life, husband","0.035","0.893","0.072","0.7184","0.16973684210526316","0.5473684210526316"
"Antonina Lebedeva","Female","20th","Inventor","Russia","fighter, soviet, pilot, female, war","0.132","0.752","0.116","-0.743","0.10714285714285716","0.3273809523809524"
"5. Türkan Saylan","Female","20th","Inventor","Turkey","saylan, leprosy, women, rights, social","0.008","0.883","0.108","0.9524","0.07045454545454545","0.26222943722943726"
"2. Güler Sabancı","Female","20th","Inventor","Turkey","sabancı, holding, güler, turkey, board","0.0","0.871","0.129","0.9622","0.21999999999999995","0.5066666666666666"
"1. Afife Batur","Female","20th","Inventor","Turkey","batur, itu, architecture, turkish, osmanlı","0.0","0.867","0.133","0.9837","0.18982683982683982","0.4002164502164502"
"3. Esin Afşar","Female","20th","Inventor","Turkey","opera, esin, afşar, turkish, folk","0.013","0.901","0.086","0.9329","0.140625","0.4215277777777778"
"Ángela Ruiz Robles","Female","20th","Inventor","Spain","ruiz, robles, mechanical, encyclopedia, education","0.016","0.868","0.116","0.9692","0.19936974789915968","0.30315126050420166"
"Ana María Cetto","Female","20th","Inventor","Spain","science, physics, cetto, unam, education","0.0","0.927","0.073","0.9501","0.10633116883116882","0.336038961038961"
"Claudia Buch","Female","21st","Economist","Germany","buch, kiel, germany, macroeconomics, economics","0.0","0.91","0.09","0.961","0.10138888888888889","0.26990740740740743"
"Isabel Schnabel","Female","21st","Economist","Germany","schnabel, crises, economics, economic, german","0.0","0.951","0.049","0.886","0.08666666666666666","0.18666666666666668"
"Monika Schnitzer","Female","21st","Economist","Germany","schnitzer, economics, bavarian, innovation, bonn","0.0","0.894","0.106","0.9698","0.16785714285714284","0.3464285714285715"
"Beatrice Weder di Mauro","Female","21st","Economist","Germany","basel, weder, mauro, international, economics","0.0","0.981","0.019","0.5267","0.05909090909090909","0.19886363636363635"
"Nicola Fuchs-Schündeln","Female","21st","Economist","Germany","schündeln, fuchs, economic, economics, german","0.0","0.921","0.079","0.9531","0.14204545454545456","0.27272727272727276"
"Fernanda Vallejos","Female","21st","Economist","Argentina","vallejos, argentine, el, literature, premio","0.024","0.876","0.1","0.9552","0.14855699855699855","0.3787878787878788"
"Marina Dal Poggetto","Female","21st","Economist","Argentina","poggetto, dal, art, gallery, uffizi","0.014","0.905","0.081","0.93","0.08899147727272727","0.2929924242424242"
"Mercedes Marcó del Pont","Female","21st","Economist","Argentina","pont, marcó, bank, del, central","0.01","0.915","0.076","0.9442","0.056018518518518516","0.2736111111111111"
"Roxana Maurizio","Female","21st","Economist","Argentina","maurizio, ghostwriter, steinem, clients, gloria","0.029","0.92","0.051","0.6985","0.1590909090909091","0.4580808080808081"
"Alejandra Belyndt","Female","21st","Economist","Argentina","pizarnik, alejandra, la, heavily, stuttering","0.111","0.836","0.052","-0.9153","0.09347826086956522","0.4496376811594203"
"Laura Carvalho","Female","21st","Economist","Brasil","carvalho, brazilian, paulo, são, economic","0.009","0.845","0.147","0.9796","0.19215686274509802","0.45637254901960783"
"Adriana M. F. Santos","Female","21st","Economist","Brasil","santos, physics, nuclear, brazilian, science","0.008","0.867","0.125","0.9814","0.1678199404761905","0.4351190476190476"
"Ana Paula Melo","Female","21st","Economist","Brasil","melo, brazilian, writing, openly, paula","0.05","0.804","0.146","0.9538","0.14208333333333334","0.44416666666666654"
"Ana Paula Ribeiro","Female","21st","Economist","Brasil","brazilian, longe, ausência, exílio, delírio","0.038","0.883","0.079","0.7964","0.14924242424242423","0.44242424242424233"
"Frances Woolley","Female","21st","Economist","Canada","woolley, economics, feminist, economic, canada","0.0","0.888","0.112","0.9704","0.12401960784313726","0.332843137254902"
"Mikal Skuterud","Female","21st","Economist","Canada","skuterud, sentinel, adult, fantasy, series","0.012","0.819","0.169","0.9796","0.12474747474747476","0.4351370851370851"
"Tammy Schirle","Female","21st","Economist","Canada","economics, labor, policy, research, canada","0.0","0.93","0.07","0.936","0.037962962962962955","0.3490740740740741"
"Huang Yiping","Female","21st","Economist","China","huang, china, cass, economics, financial","0.0","0.946","0.054","0.872","0.10046296296296295","0.2995370370370371"
"Lin Yi","Female","21st","Economist","China","lin, yi, chinese, literary, peking","0.023","0.925","0.052","0.7496","0.11907575757575758","0.3615303030303029"
"Yang Yao","Female","21st","Economist","China","yao, yang, china, economics, ccer","0.0","0.932","0.068","0.9279","0.1031609195402299","0.3043103448275862"
"Cho Yun-kyoung","Female","21st","Economist","South Korea","literary, korean, south, lives, kyoung","0.0","0.825","0.175","0.9866","0.1416666666666667","0.33804347826086956"
"Hong Ji-hee","Female","21st","Economist","South Korea","south, munhakdongne, ji, hee, korean","0.0","0.836","0.164","0.987","0.17933333333333337","0.42666666666666664"
"Hong Seol-a","Female","21st","Economist","South Korea","seol, korean, south, hong, man","0.0","0.826","0.174","0.9893","0.08697552447552447","0.28446969696969693"
"Austan Goolsbee","Female","21st","Economist","United States","goolsbee, cea, obama, economics, economic","0.0","0.95","0.05","0.8834","0.06867897727272727","0.28101325757575757"
"Susan Athey","Female","21st","Economist","United States","athey, economics, stanford, auctions, graduate","0.0","0.938","0.062","0.9216","0.13627450980392156","0.39313725490196083"
"Camille Landais","Female","21st","Economist","France","landais, economics, tax, école, economic","0.0","0.891","0.109","0.9726","0.21527777777777782","0.363425925925926"
"Hélène Rey","Female","21st","Economist","France","lse, rey, economics, research, professor","0.0","0.914","0.086","0.9682","0.10378787878787878","0.24469696969696975"
"Isabelle Méjean","Female","21st","Economist","France","méjean, trade, implications, climate, macroeconomics","0.0","0.936","0.064","0.8999","0.07479166666666666","0.19604166666666667"
"Daniela Del Boca","Female","21st","Economist","Italy","economics, labor, catania, boca, research","0.01","0.919","0.071","0.93","0.091798418972332","0.32374835309617916"
"Margherita Borella","Female","21st","Economist","Italy","borella, italian, ho, literary, knew","0.037","0.809","0.154","0.9823","0.10284992784992786","0.3633477633477634"
"Akiko Suwa-Eisenmann","Female","21st","Economist","Japan","eisenmann, suwa, invisible, writing, etats","0.017","0.865","0.118","0.9648","0.11770833333333335","0.24513888888888888"
"Ayako Kondo","Female","21st","Economist","Japan","japanese, tsuda, nami, raining, kondo","0.0","0.885","0.115","0.9646","0.09611111111111112","0.3102380952380952"
"Fumio Ohtake","Female","21st","Economist","Japan","ohtake, architect, architecture, fumio, japanese","0.0","0.881","0.119","0.9773","0.157183908045977","0.40919540229885065"
"Haruko Wakabayashi","Female","21st","Economist","Japan","wakabayashi, japanese, art, medieval, tengu","0.016","0.894","0.089","0.9423","0.029797979797979796","0.24696969696969692"
"Valeria Moy","Female","21st","Economist","Mexico","moy, peruvian, economic, comercio, peru","0.0","0.92","0.08","0.9509","0.14166666666666666","0.37500000000000006"
"Adriana Urizar","Female","21st","Economist","Mexico","urizar, bolivian, bolivia, la, poetry","0.0","0.876","0.124","0.9803","0.10185185185185185","0.374537037037037"
"Alicia Girón","Female","21st","Economist","Mexico","girón, economics, crises, researcher, gender","0.008","0.926","0.066","0.9246","0.05178571428571429","0.2553571428571429"
"Anna Spalthoff","Female","21st","Economist","Netherlands","spalthoff, adulthood, expectations, self, outlet","0.061","0.852","0.087","0.6705","0.16323529411764706","0.4387254901960785"
"Mari Rege","Female","21st","Economist","Norway","rege, economics, research, stavanger, journal","0.005","0.893","0.102","0.9764","0.0818573667711599","0.3158176593521421"
"Ragnhild Balsvik","Female","21st","Economist","Norway","balsvik, norwegian, historical, ideology, radical","0.008","0.918","0.074","0.936","0.08333333333333333","0.24239130434782613"
"Anna T. S. H. D. Lyngstad","Female","21st","Economist","Norway","spouse, norwegian, musician, ha, think","0.001","0.999","0.0","-0.0387","0.03994571922033061","0.1465087589439921"
"Anne Kathrine Gjerstad","Female","21st","Economist","Norway","gjerstad, norwegian, writing, oslo, fiction","0.0","0.874","0.126","0.9747","0.11809090909090911","0.3354848484848484"
"Agnieszka Jakob","Female","21st","Economist","Poland","jakób, polish, agnieszka, novel, jakóbczak","0.0","0.85","0.15","0.9821","0.20714285714285713","0.44017857142857136"
"Anna Matysiak","Female","21st","Economist","Poland","polish, matysiak, literary, writing, widok","0.013","0.869","0.117","0.9708","0.16400000000000003","0.4396666666666667"
"Maria João Rodrigues","Female","21st","Economist","Portugal","lisbon, european, strategy, economic, social","0.0","0.896","0.104","0.9758","0.08580086580086581","0.20346320346320346"
"Susana Peralta","Female","21st","Economist","Portugal","economics, peralta, université, lisboa, universidade","0.0","0.934","0.066","0.9136","0.11093750000000001","0.3484375"
"Ana Catarina Basto","Female","21st","Economist","Portugal","basto, catarina, ana, get_biography, author","0.0","1.0","0.0","0.0","0.0","0.0"
"Ana Lúcia Martins","Female","21st","Economist","Portugal","martins, literary, lúcia, brazilian, ana","0.0","0.894","0.106","0.9652","0.07362258953168044","0.35778236914600553"
"Linda Yueh","Female","21st","Economist","United Kingdom","yueh, economics, oxford, bbc, fellow","0.0","0.917","0.083","0.967","0.07692307692307693","0.23012820512820517"
"Natalia Zubarevich","Female","21st","Economist","Russia","zubarevich, natalia, get_biography, спектакль, ferrero","0.0","1.0","0.0","0.0","0.0","0.0"
"Alexandra A. Kholodova","Female","21st","Economist","Russia","kholodova, writing, russian, soviet, contemporary","0.006","0.921","0.073","0.9153","0.14305555555555557","0.336111111111111"
"Anna V. Yakovleva","Female","21st","Economist","Russia","yakovleva, linguistic, slavic, linguistics, field","0.0","0.89","0.11","0.9638","0.13612121212121212","0.3775151515151515"
"Ekaterina Braginskaya","Female","21st","Economist","Russia","braginskaya, soviet, exact, literary, date","0.08","0.821","0.099","0.6249","0.09675697865353039","0.3199507389162561"
"Elena Dmitrievskaya","Female","21st","Economist","Russia","art, russian, curator, museum, dmitrievskaya","0.0","0.933","0.067","0.9393","0.07927489177489178","0.25313852813852816"
"Ebru Voyvoda","Female","21st","Economist","Turkey","voyvoda, economics, economic, heterodox, turkey","0.013","0.96","0.027","0.5267","0.12250000000000003","0.28111111111111114"
"Fatma Doğruel","Female","21st","Economist","Turkey","doğruel, turkish, translator, turkey, literary","0.0","0.882","0.118","0.9726","0.1023056653491436","0.38063241106719364"
"Ahu Güven","Female","21st","Economist","Turkey","güven, german, water, turkish, immigrant","0.034","0.864","0.102","0.936","0.13685770750988144","0.4237483530961791"
"Aslı Demirgüç-Kunt","Female","21st","Economist","Turkey","financial, inclusion, kunt, demirgüç, global","0.0","0.942","0.058","0.9041","0.02980769230769231","0.13493589743589743"
"Aslı Şen-Taşbaşı","Female","21st","Economist","Turkey","taşbaşı, şen, turkish, german, migrant","0.009","0.871","0.12","0.975","0.16041666666666668","0.31124999999999997"
"Coral del Río","Female","21st","Economist","Spain","vigo, compostela, spanish, río, santiago","0.043","0.868","0.089","0.8934","0.028571428571428574","0.24761904761904763"
"Sara de la Rica","Female","21st","Economist","Spain","rica, sara, labor, la, gender","0.0","0.93","0.07","0.9325","0.06898148148148148","0.2740740740740741"
"Teresa Garcia-Milà","Female","21st","Economist","Spain","uab, milà, garcia, catalonia, economics","0.0","0.918","0.082","0.9559","0.0767361111111111","0.3239583333333333"
"Almudena Sevilla","Female","21st","Economist","Spain","grandes, spanish, malena, tango, madrid","0.01","0.904","0.086","0.9371","0.10763888888888888","0.3018162393162393"
"Ana María Prades","Female","21st","Economist","Spain","prades, spanish, ciudad, valencia, franco","0.079","0.808","0.113","0.743","0.11458333333333334","0.41577380952380943"
"Ursula von der Leyen","Female","21st","Politician","Germany","leyen, hannover, von, der, minister","0.0","0.964","0.036","0.7713","0.14006410256410257","0.344551282051282"
"Annalena Baerbock","Female","21st","Politician","Germany","baerbock, greens, democrats, party, 2021","0.0","0.856","0.144","0.9866","0.10478787878787879","0.4268484848484849"
"Katrin Göring-Eckardt","Female","21st","Politician","Germany","protestant, party, bundestag, german, environmental","0.0","0.839","0.161","0.9836","0.18166666666666667","0.43277777777777776"
"Manuela Schwesig","Female","21st","Politician","Germany","schwesig, schleswig, holstein, spd, german","0.034","0.863","0.103","0.8915","0.14962962962962964","0.4281481481481481"
"Cristina Fernández de Kirchner","Female","21st","Politician","Argentina","kirchner, cristina, elected, néstor, husband","0.026","0.919","0.055","0.743","0.16023809523809526","0.39749999999999996"
"Elisa Carrió","Female","21st","Politician","Argentina","carrió, chaco, rights, civic, province","0.059","0.817","0.124","0.9495","0.1148148148148148","0.27222222222222225"
"Gabriela Michetti","Female","21st","Politician","Argentina","michetti, disability, argentina, vice, office","0.037","0.864","0.099","0.9042","0.18525641025641024","0.40064102564102566"
"María Eugenia Vidal","Female","21st","Politician","Argentina","vidal, buenos, aires, macri, province","0.047","0.895","0.058","0.3493","0.21395833333333333","0.49041666666666667"
"Patricia Bullrich","Female","21st","Politician","Argentina","crime, bullrich, macri, forces, security","0.117","0.812","0.071","-0.9316","0.0683080808080808","0.44734848484848483"
"Fabiana Silva","Female","21st","Politician","Brasil","ufc, martial, fight, night, competing","0.092","0.803","0.105","0.4627","0.13676470588235295","0.40931372549019607"
"Gleisi Hoffmann","Female","21st","Politician","Brasil","hoffmann, pt, paraná, staff, brazilian","0.0","0.929","0.071","0.9274","0.1576388888888889","0.5854166666666666"
"Chrystia Freeland","Female","21st","Politician","Canada","freeland, mail, affairs, globe, global","0.0","0.915","0.085","0.9698","0.14696969696969697","0.34624819624819625"
