"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Ayşe Karamete","Female","21st","Scientist","Turkey","karamete, ayşe, literature, istanbul, women","0.031","0.815","0.155","0.9861","0.11326979472140764","0.3533724340175953"
"Ana Briones","Female","21st","Scientist","Spain","ana, briones, texas, immigrant, literature","0.008","0.776","0.216","0.9949","0.13333333333333333","0.3678571428571428"
"Ana González-López","Female","21st","Scientist","Spain","gonzález, lópez, sociology, sexuality, latinx","0.0","0.879","0.121","0.9825","0.12866826156299838","0.39453748006379585"
"Jenny Erpenbeck","Female","21st","Writer","Germany","erpenbeck, novel, east, berlin, german","0.009","0.836","0.155","0.9872","0.10736111111111112","0.3922222222222222"
"Judith Hermann","Female","21st","Writer","Germany","hermann, judith, hamburg, literary, german","0.019","0.862","0.119","0.9682","0.08238636363636365","0.3355587121212121"
"Juli Zeh","Female","21st","Writer","Germany","zeh, juli, german, passau, corpus","0.008","0.831","0.161","0.9894","0.10200000000000001","0.2986666666666666"
"Julia Franck","Female","21st","Writer","Germany","franck, german, die, der, germany","0.082","0.833","0.085","-0.4939","0.1449404761904762","0.3729166666666666"
"Terézia Mora","Female","21st","Writer","Germany","mora, german, hungary, literature, prize","0.024","0.812","0.165","0.9863","0.20578787878787883","0.4775151515151515"
"Claudia Piñeiro","Female","21st","Writer","Argentina","piñeiro, argentine, argentina, premio, buenos","0.008","0.83","0.162","0.9912","0.12717391304347828","0.3231884057971014"
"Mariana Enriquez","Female","21st","Writer","Argentina","enriquez, argentina, collection, en, peligros","0.068","0.851","0.082","0.4019","0.08648018648018649","0.43764568764568773"
"Selva Almada","Female","21st","Writer","Argentina","almada, el, que, en, literary","0.017","0.836","0.147","0.9846","0.1211512445887446","0.369822104978355"
"Ariana Harwicz","Female","21st","Writer","Argentina","harwicz, buenos, aires, matando, débil","0.024","0.869","0.108","0.9565","0.1746428302879916","0.4252500187984059"
"Ana Paula Maia","Female","21st","Writer","Brasil","maia, paula, literary, brazil, participate","0.022","0.858","0.119","0.9694","0.06711594856756149","0.2671855026693736"
"Conceição Evaristo","Female","21st","Writer","Brasil","evaristo, black, brazilian, brazil, racial","0.026","0.887","0.087","0.8793","0.07565656565656567","0.4184848484848485"
"Adriana Lisboa","Female","21st","Writer","Brasil","lisboa, adriana, janeiro, rio, literary","0.0","0.861","0.139","0.9847","0.1417748917748918","0.3504599567099566"
"Carola Saavedra","Female","21st","Writer","Brasil","saavedra, chilean, chile, el, ruido","0.02","0.851","0.129","0.9726","0.15203962703962703","0.4604312354312355"
"Tatiana Salem Levy","Female","21st","Writer","Brasil","levy, brazilian, paulo, são, literary","0.008","0.89","0.101","0.9666","0.14195402298850576","0.39971264367816084"
"Miriam Toews","Female","21st","Writer","Canada","toews, mennonite, manitoba, canadian, governor","0.1","0.67","0.23","0.9912","0.1125","0.5361111111111111"
"Emma Donoghue","Female","21st","Writer","Canada","donoghue, dublin, lgbtq, sealed, akin","0.008","0.826","0.166","0.9904","0.1462391774891775","0.36950757575757576"
"Cherie Dimaline","Female","21st","Writer","Canada","dimaline, indigenous, marrow, cherie, métis","0.021","0.846","0.134","0.9796","0.10833333333333335","0.4239130434782608"
"Chi Zijian","Female","21st","Writer","China","chi, china, zijian, khingan, remote","0.01","0.857","0.132","0.9836","0.12680086580086578","0.39865367965367965"
"Fang Fang","Female","21st","Writer","China","fang, wuhan, diary, chinese, pandemic","0.019","0.825","0.156","0.9881","0.12077397910731244","0.39579772079772074"
"Mian Mian","Female","21st","Writer","China","mian, china, candy, shanghai, bold","0.016","0.872","0.113","0.9712","0.14794721407624636","0.3682795698924731"
"Wei Hui","Female","21st","Writer","China","hui, wei, chinese, shanghai, literature","0.015","0.841","0.144","0.985","0.17190285204991088","0.39817290552584667"
"Yan Ge","Female","21st","Writer","China","yan, chinese, ge, literature, teahouse","0.007","0.818","0.176","0.9916","0.11638888888888889","0.2941666666666667"
"Kyung-sook Shin","Female","21st","Writer","South Korea","shin, mom, look, sook, kyung","0.028","0.817","0.154","0.9819","0.08259803921568627","0.3321078431372549"
"Cho Nam-joo","Female","21st","Writer","South Korea","cho, joo, nam, south, korean","0.029","0.889","0.083","0.8153","0.10427489177489178","0.3525432900432901"
"Choi Eun-young","Female","21st","Writer","South Korea","choi, eun, korea, south, young","0.03","0.821","0.148","0.9788","0.1290277777777778","0.38625000000000004"
"Chimamanda Ngozi Adichie","Female","21st","Writer","United States","adichie, orange, ngozi, hibiscus, americanah","0.016","0.8","0.184","0.9928","0.16684523809523807","0.38196428571428565"
"Jennifer Egan","Female","21st","Writer","United States","egan, goon, squad, interlinked, visit","0.015","0.864","0.121","0.9738","0.11426767676767674","0.3661931818181818"
"Jesmyn Ward","Female","21st","Writer","United States","ward, salvage, bones, sing, american","0.047","0.812","0.141","0.9764","0.13793103448275862","0.40258620689655167"
"Jhumpa Lahiri","Female","21st","Writer","United States","lahiri, immigrant, written, fiction, namesake","0.004","0.871","0.125","0.9853","0.08466666666666667","0.26099999999999995"
"Roxane Gay","Female","21st","Writer","United States","gay, roxane, nebraska, trauma, feminism","0.073","0.825","0.102","0.7184","0.1776155217331688","0.46076717400246825"
"Virginie Despentes","Female","21st","Writer","France","despentes, virginie, sexuality, feminist, subutex","0.059","0.816","0.125","0.9313","0.1768623737373738","0.45053661616161617"
"Leïla Slimani","Female","21st","Writer","France","slimani, moroccan, morocco, french, women","0.026","0.804","0.17","0.9883","0.1336206896551724","0.31839080459770114"
"Angot Christine","Female","21st","Writer","France","angot, french, controversy, incestuous, châteauroux","0.02","0.861","0.119","0.9631","0.14527972027972025","0.4202991452991453"
"Marie NDiaye","Female","21st","Writer","France","ndiaye, prix, plays, puissantes, riche","0.0","0.821","0.179","0.9924","0.14332210998877665","0.3625140291806958"
"Melania Mazzucco","Female","21st","Writer","Italy","mazzucco, melania, rome, tintoretto, farfalla","0.018","0.84","0.142","0.9839","0.07511655011655013","0.34152097902097905"
"Michela Murgia","Female","21st","Writer","Italy","murgia, michela, italian, premio, sensationalism","0.023","0.822","0.154","0.9843","0.07812500000000001","0.2576388888888888"
"Yoko Ogawa","Female","21st","Writer","Japan","ogawa, housekeeper, police, memory, psychological","0.019","0.792","0.189","0.99","0.10427489177489178","0.3971861471861472"
"Sayaka Murata","Female","21st","Writer","Japan","murata, sayaka, convenience, store, societal","0.03","0.793","0.177","0.992","0.18718253968253967","0.4216269841269842"
"Hiromi Kawakami","Female","21st","Writer","Japan","kawakami, briefcase, ochanomizu, tsubaki, hiromi","0.019","0.805","0.176","0.9881","0.11000000000000001","0.3713888888888889"
"Kirino Natsuo","Female","21st","Writer","Japan","kirino, natsuo, japan, crime, japanese","0.061","0.829","0.11","0.9295","0.08431372549019608","0.4100490196078431"
"Guadalupe Nettel","Female","21st","Writer","Mexico","nettel, mexican, nacional, premio, literary","0.02","0.865","0.115","0.9661","0.1006353861192571","0.3848240469208211"
"Cristina Rivera Garza","Female","21st","Writer","Mexico","garza, rivera, la, literature, mexican","0.015","0.861","0.124","0.9766","0.13492965367965365","0.32962662337662335"
"Fernanda Melchor","Female","21st","Writer","Mexico","melchor, hurricane, season, violence, mexican","0.08","0.8","0.12","0.8211","0.08143589743589744","0.35479487179487174"
"Valeria Luiselli","Female","21st","Writer","Mexico","luiselli, mexico, mexican, crowd, sidewalks","0.0","0.843","0.157","0.9891","0.09037878787878788","0.3004292929292929"
"Brenda Lozano","Female","21st","Writer","Mexico","lozano, mexican, brenda, el, literature","0.024","0.88","0.095","0.9501","0.10297619047619047","0.3020833333333333"
"Connie Palmen","Female","21st","Writer","Netherlands","palmen, connie, dutch, literature, kracht","0.024","0.826","0.15","0.9843","0.11206896551724138","0.43649425287356314"
"Marieke Lucas Rijneveld","Female","21st","Writer","Netherlands","rijneveld, avond, buitenkant, marieke, ongemak","0.049","0.765","0.186","0.9893","0.15816761363636364","0.5131628787878788"
"Renate Dorrestein","Female","21st","Writer","Netherlands","dorrestein, renate, dutch, amsterdam, literature","0.058","0.792","0.151","0.967","0.09382716049382717","0.38086419753086415"
"Anna Enquist","Female","21st","Writer","Netherlands","enquist, psychologist, poetry, psychology, amsterdam","0.022","0.847","0.132","0.9793","0.12445454545454546","0.3828484848484849"
"Helene Uri","Female","21st","Writer","Norway","uri, language, linguistics, helene, norwegian","0.0","0.86","0.14","0.9872","0.13832070707070707","0.3276199494949495"
"Anne Holt","Female","21st","Writer","Norway","holt, crime, norway, blind, genre","0.047","0.832","0.121","0.9313","0.156489898989899","0.4612626262626262"
"Dorota Masłowska","Female","21st","Writer","Poland","masłowska, polish, critique, literary, królewicz","0.0","0.863","0.137","0.9837","0.13872819100091827","0.37665289256198337"
"Magdalena Tulli","Female","21st","Writer","Poland","tulli, polish, literary, warsaw, literature","0.021","0.879","0.1","0.9446","0.08986291486291487","0.39870129870129867"
"Joanna Bator","Female","21st","Writer","Poland","bator, polish, gorzko, bitter, joanna","0.009","0.875","0.116","0.9702","0.1013888888888889","0.4055555555555555"
"Sylwia Chutnik","Female","21st","Writer","Poland","chutnik, atlas, urban, literary, warsaw","0.026","0.819","0.155","0.9864","0.06666666666666667","0.3317708333333333"
"Dulce Maria Cardoso","Female","21st","Writer","Portugal","cardoso, dulce, portuguese, maria, return","0.025","0.883","0.093","0.9201","0.15246913580246915","0.4453703703703703"
"Ana Luísa Amaral","Female","21st","Writer","Portugal","amaral, portuguese, luísa, poetry, ana","0.0","0.913","0.087","0.9601","0.10392561983471076","0.3714187327823691"
"Inês Pedrosa","Female","21st","Writer","Portugal","pedrosa, inês, portuguese, literary, loucura","0.008","0.857","0.135","0.9856","0.14572510822510823","0.38363095238095235"
"Patrícia Portela","Female","21st","Writer","Portugal","portela, patrícia, literary, ouvi, batalha","0.009","0.846","0.145","0.9854","0.1488636363636364","0.4166666666666666"
"Ali Smith","Female","21st","Writer","United Kingdom","smith, whitbread, scottish, ali, novel","0.008","0.797","0.194","0.9924","0.19558823529411762","0.42303921568627456"
"Hilary Mantel","Female","21st","Writer","United Kingdom","mantel, cromwell, booker, thomas, day","0.034","0.751","0.215","0.9948","0.13382352941176473","0.3647058823529412"
"Jeanette Winterson","Female","21st","Writer","United Kingdom","winterson, lgbtq, frankissstein, jeanette, pentecostal","0.019","0.799","0.183","0.9922","0.17881944444444442","0.5375"
"Sarah Waters","Female","21st","Writer","United Kingdom","waters, fingersmith, lgbtq, adapted, historical","0.03","0.78","0.189","0.9915","0.13701923076923078","0.38557692307692293"
"Ludmila Ulitskaya","Female","21st","Writer","Russia","ulitskaya, russian, bolshaya, kniga, ludmila","0.018","0.858","0.124","0.979","0.08472222222222221","0.26262626262626254"
"Maria Stepanova","Female","21st","Writer","Russia","stepanova, literary, memory, moscow, znamia","0.0","0.842","0.158","0.9909","0.10166666666666667","0.27638888888888885"
"Tatyana Tolstaya","Female","21st","Writer","Russia","tolstaya, russian, leningrad, writer, literary","0.009","0.884","0.107","0.9702","0.14112407862407864","0.355999180999181"
"Anna Starobinets","Female","21st","Writer","Russia","starobinets, russian, anna, moscow, crocodile","0.036","0.82","0.144","0.9744","0.12352941176470589","0.3870098039215686"
"Dina Rubina","Female","21st","Writer","Russia","rubina, russian, dina, literary, sunny","0.016","0.848","0.136","0.9843","0.09699074074074075","0.2738425925925925"
"name 1","Female","21st","Writer","Turkey","referring, specify, certainly, know, need","0.0","0.783","0.217","0.6114","0.26785714285714285","0.5714285714285714"
"Rosa Montero","Female","21st","Writer","Spain","montero, journalism, spanish, spain, madrid","0.0","0.787","0.213","0.9962","0.11397849462365592","0.30537634408602143"
"Almudena Grandes","Female","21st","Writer","Spain","grandes, spanish, madrid, lulu, nombre","0.035","0.865","0.1","0.8873","0.0640625","0.41041666666666665"
"Elvira Lindo","Female","21st","Writer","Spain","lindo, manolito, gafotas, elvira, spanish","0.016","0.816","0.168","0.9903","0.1416666666666667","0.4483333333333333"
"Najat El Hachmi","Female","21st","Writer","Spain","hachmi, el, moroccan, sidel, ramon","0.027","0.863","0.111","0.9517","0.08926218708827405","0.33606719367588933"
"Angela Molina","Female","21st","Writer","Spain","molina, film, spanish, directors, angela","0.01","0.789","0.201","0.9949","0.09845679012345679","0.437037037037037"
"Magdalena Neuner","Female","21st","Athlete","Germany","neuner, biathlon, sport, cup, championship","0.0","0.881","0.119","0.968","0.32222222222222213","0.5878472222222223"
"Angelique Kerber","Female","21st","Athlete","Germany","kerber, tennis, open, australian, wta","0.041","0.797","0.162","0.9846","0.1734567901234568","0.4089506172839506"
"Birgit Prinz","Female","21st","Athlete","Germany","prinz, german, germany, team, player","0.0","0.787","0.213","0.9951","0.2308333333333333","0.3644444444444444"
"Sabine Lisicki","Female","21st","Athlete","Germany","lisicki, tennis, sabine, wta, ranking","0.034","0.792","0.174","0.9856","0.2080246913580247","0.4833333333333333"
"Noel Barrionuevo","Female","21st","Athlete","Argentina","barrionuevo, nacional, aires, buenos, argentine","0.009","0.871","0.121","0.9792","0.10590277777777779","0.2940972222222222"
"Agustina Gabriella","Female","21st","Athlete","Argentina","gabriella, literary, buenos, aires, agustina","0.016","0.795","0.188","0.9914","0.16299242424242422","0.39145833333333324"
"Ana Marcela Cunha","Female","21st","Athlete","Brasil","cunha, swimming, marcela, brazil, water","0.0","0.816","0.184","0.9876","0.20773809523809528","0.5194444444444445"
"Fabiana Murer","Female","21st","Athlete","Brasil","murer, pole, championships, vaulting, iaaf","0.014","0.733","0.253","0.9965","0.3039256198347107","0.5153581267217631"
"Ketleyn Quadros","Female","21st","Athlete","Brasil","judo, quadros, brazil, ketleyn, judokas","0.0","0.815","0.185","0.9933","0.22562121212121208","0.46051515151515154"
"Marta Vieira da Silva","Female","21st","Athlete","Brasil","marta, soccer, brazil, fifa, cup","0.0","0.838","0.162","0.9911","0.155","0.3575"
"Christine Sinclair","Female","21st","Athlete","Canada","sinclair, soccer, canada, canadian, team","0.0","0.829","0.171","0.9925","0.19204545454545452","0.45378787878787874"
"Penny Oleksiak","Female","21st","Athlete","Canada","oleksiak, canadian, olympic, canada, competitions","0.008","0.795","0.196","0.9934","0.2667989417989418","0.49250440917107574"
"Bianca Andreescu","Female","21st","Athlete","Canada","andreescu, tennis, canadian, slam, grand","0.047","0.744","0.209","0.992","0.31527777777777777","0.5621527777777778"
"Brooke Henderson","Female","21st","Athlete","Canada","henderson, golf, championship, course, win","0.0","0.75","0.25","0.9969","0.2548245614035088","0.47346491228070176"
"Guo Jingjing","Female","21st","Athlete","China","guo, diving, jingjing, olympic, medals","0.0","0.82","0.18","0.9888","0.2713333333333333","0.5346666666666667"
"Ding Ning","Female","21st","Athlete","China","ding, table, tennis, china, ittf","0.009","0.767","0.224","0.9957","0.26728715728715724","0.42751803751803746"
"Fu Yuanhui","Female","21st","Athlete","China","fu, swimming, yuanhui, backstroke, meter","0.075","0.734","0.191","0.9696","0.2676282051282052","0.530448717948718"
"An San","Female","21st","Athlete","South Korea","archery, archer, sport, san, medals","0.019","0.786","0.195","0.9946","0.20817460317460315","0.4771428571428571"
"Jang Mi-ran","Female","21st","Athlete","South Korea","jang, weightlifting, weightlifter, mi, korea","0.0","0.843","0.157","0.9764","0.21805555555555556","0.5215773809523809"
"Park In-bee","Female","21st","Athlete","South Korea","park, golf, bee, championship, women","0.009","0.752","0.239","0.9962","0.13974489795918363","0.406360544217687"
"Park Seung-hi","Female","21st","Athlete","South Korea","park, korean, korea, south, literary","0.018","0.834","0.148","0.9849","0.1162698412698413","0.3749999999999999"
"Serena Williams","Female","21st","Athlete","United States","serena, tennis, williams, slam, open","0.043","0.813","0.144","0.9818","0.2617816091954023","0.4540229885057471"
"Simone Biles","Female","21st","Athlete","United States","biles, gymnastics, simone, mental, sport","0.004","0.815","0.181","0.994","0.1969696969696969","0.39166666666666666"
"Allyson Felix","Female","21st","Athlete","United States","felix, meters, track, games, olympic","0.009","0.826","0.165","0.9922","0.18611111111111112","0.47268518518518515"
"Katie Ledecky","Female","21st","Athlete","United States","ledecky, freestyle, swimming, olympics, gold","0.014","0.8","0.186","0.9931","0.2137741046831956","0.4255853994490359"
"Danica Patrick","Female","21st","Athlete","United States","racing, patrick, danica, series, driver","0.0","0.897","0.103","0.9698","0.22683333333333333","0.4826666666666666"
"Clarisse Agbegnenou","Female","21st","Athlete","France","agbegnenou, judo, clarisse, gold, 63","0.0","0.759","0.241","0.9966","0.25706521739130433","0.45217391304347826"
"Laure Manaudou","Female","21st","Athlete","France","manaudou, swimming, freestyle, meter, 400","0.007","0.802","0.191","0.9907","0.28695652173913044","0.5163043478260869"
"Estelle Mossely","Female","21st","Athlete","France","mossely, boxing, estelle, ring, sport","0.0","0.785","0.215","0.9952","0.19128787878787878","0.40303030303030296"
"Sandrine Gruda","Female","21st","Athlete","France","gruda, basketball, team, sparks, wnba","0.005","0.78","0.215","0.9953","0.17760101010101007","0.37487373737373736"
"Federica Pellegrini","Female","21st","Athlete","Italy","freestyle, meter, pellegrini, 200, olympics","0.011","0.822","0.166","0.9886","0.16677489177489177","0.44897186147186147"
"Elisa Di Francisca","Female","21st","Athlete","Italy","francisca, fencing, di, foil, gold","0.0","0.816","0.184","0.9936","0.17245454545454547","0.44518181818181823"
"Flavia Pennetta","Female","21st","Athlete","Italy","pennetta, tennis, carpi, wta, italian","0.042","0.74","0.218","0.9939","0.2268229166666666","0.44505208333333335"
"Sofia Goggia","Female","21st","Athlete","Italy","goggia, downhill, skiing, cup, alpine","0.016","0.796","0.188","0.9915","0.2811594202898551","0.5373188405797101"
"Saori Yoshida","Female","21st","Athlete","Japan","wrestling, yoshida, wrestlers, wrestler, medals","0.004","0.851","0.145","0.9796","0.21904761904761902","0.43015873015873024"
"Ayaka Takahashi","Female","21st","Athlete","Japan","takahashi, destigmatize, ayaka, literature, mental","0.016","0.791","0.193","0.9933","0.0960654288240495","0.393788682581786"
"Kaori Icho","Female","21st","Athlete","Japan","wrestling, icho, gold, medal, olympic","0.006","0.768","0.226","0.9952","0.2231417624521072","0.445632183908046"
"Naomi Osaka","Female","21st","Athlete","Japan","osaka, open, tennis, naomi, australian","0.049","0.819","0.131","0.9558","0.12676470588235292","0.33990196078431373"
"Yuka Saso","Female","21st","Athlete","Japan","saso, golf, philippines, yuka, open","0.006","0.805","0.189","0.9897","0.19983974358974357","0.441025641025641"
"Paola Espinosa","Female","21st","Athlete","Mexico","diving, espinosa, mexico, olympics, athletes","0.0","0.821","0.179","0.9861","0.14166666666666666","0.4216666666666667"
"Mariana Avitia","Female","21st","Athlete","Mexico","avitia, mexican, social, literature, montañas","0.008","0.846","0.146","0.9869","0.13259803921568625","0.3992647058823528"
"Alejandra Orozco","Female","21st","Athlete","Mexico","orozco, alejandra, guadalajara, literature, mexican","0.009","0.871","0.12","0.9786","0.11755952380952381","0.3098214285714286"
"Alejandra Valencia","Female","21st","Athlete","Mexico","valencia, mexican, literature, mexico, tierra","0.008","0.824","0.168","0.9913","0.14176767676767676","0.41320707070707063"
"Alexa Moreno","Female","21st","Athlete","Mexico","moreno, gymnastics, mexican, mexico, competed","0.007","0.78","0.213","0.9945","0.17366666666666672","0.5196666666666667"
"Dafne Schippers","Female","21st","Athlete","Netherlands","schippers, 200, meters, sprinting, junior","0.0","0.756","0.244","0.9959","0.2710869565217392","0.4542753623188405"
"Ranomi Kromowidjojo","Female","21st","Athlete","Netherlands","kromowidjojo, freestyle, meter, swimming, 4x100","0.011","0.829","0.16","0.9776","0.22427536231884057","0.4880434782608695"
"Sifan Hassan","Female","21st","Athlete","Netherlands","hassan, meters, sifan, distance, 1500","0.007","0.82","0.174","0.9892","0.2624269005847953","0.537719298245614"
"Anna van der Breggen","Female","21st","Athlete","Netherlands","cycling, breggen, der, van, road","0.0","0.874","0.126","0.9799","0.19350877192982457","0.472719298245614"
"Marianne Vos","Female","21st","Athlete","Netherlands","vos, cycling, championships, cyclo, cyclists","0.0","0.778","0.222","0.9958","0.2740740740740741","0.47716049382716047"
"Tiril Eckhoff","Female","21st","Athlete","Norway","eckhoff, biathlon, cup, relay, world","0.017","0.798","0.185","0.9916","0.2882051282051282","0.48294871794871796"
"Justyna Kowalczyk","Female","21st","Athlete","Poland","kowalczyk, winter, cup, km, added","0.0","0.807","0.193","0.9938","0.25833333333333336","0.43825757575757573"
"Anita Włodarczyk","Female","21st","Athlete","Poland","włodarczyk, hammer, throw, anita, athletics","0.0","0.773","0.227","0.9964","0.32575757575757575","0.46590909090909083"
"Agnieszka Radwańska","Female","21st","Athlete","Poland","radwańska, tennis, wta, finals, polish","0.008","0.852","0.14","0.9853","0.2074431818181818","0.531060606060606"
"Iga Świątek","Female","21st","Athlete","Poland","świątek, tennis, open, player, slam","0.032","0.753","0.215","0.9943","0.23573338426279603","0.408396995161701"
"Otylia Jędrzejczak","Female","21st","Athlete","Poland","jędrzejczak, butterfly, meter, otylia, swimmers","0.02","0.774","0.206","0.9944","0.15583333333333332","0.44625"
"Jéssica Augusto","Female","21st","Athlete","Portugal","augusto, 000, meters, jéssica, athletics","0.0","0.77","0.23","0.9959","0.1870289855072464","0.3915942028985508"
"Patrícia Mamona","Female","21st","Athlete","Portugal","mamona, athletics, portugal, medal, triple","0.008","0.801","0.192","0.9902","0.17730769230769228","0.4191666666666667"
"Sara Moreira","Female","21st","Athlete","Portugal","moreira, literary, portuguese, classic, literature","0.009","0.882","0.109","0.9702","0.09915501165501167","0.28446969696969693"
"Telma Monteiro","Female","21st","Athlete","Portugal","monteiro, judo, portugal, sport, olympic","0.0","0.872","0.128","0.9788","0.3675925925925926","0.5324074074074073"
"Vanessa Fernandes","Female","21st","Athlete","Portugal","fernandes, vanessa, portuguese, literary, lisbon","0.008","0.816","0.176","0.9922","0.12244268077601411","0.4297619047619047"
"Jessica Ennis","Female","21st","Athlete","United Kingdom","ennis, heptathlon, hill, athletics, athletic","0.0","0.803","0.197","0.9935","0.24206349206349204","0.4428571428571429"
"Ellie Simmonds","Female","21st","Athlete","United Kingdom","simmonds, paralympics, disability, ellie, swimming","0.011","0.858","0.132","0.9819","0.17368421052631577","0.35350877192982455"
"Laura Kenny","Female","21st","Athlete","United Kingdom","kenny, cycling, british, track, laura","0.025","0.757","0.218","0.9955","0.23858024691358024","0.4046296296296297"
"Denise Lewis","Female","21st","Athlete","United Kingdom","lewis, sports, gold, heptathlon, athletics","0.0","0.738","0.262","0.9976","0.19871794871794873","0.4032509157509158"
"Dina Asher-Smith","Female","21st","Athlete","United Kingdom","asher, meters, smith, 200, 100","0.005","0.835","0.16","0.9895","0.23508771929824562","0.5228070175438596"
"Maria Sharapova","Female","21st","Athlete","Russia","sharapova, tennis, slam, open, grand","0.064","0.771","0.165","0.9839","0.21540404040404038","0.43560606060606055"
"Alina Zagitova","Female","21st","Athlete","Russia","zagitova, skating, skater, ice, olympic","0.0","0.766","0.234","0.9961","0.31369047619047613","0.6607142857142856"
"Yelena Isinbayeva","Female","21st","Athlete","Russia","isinbayeva, pole, meters, vaulting, athletics","0.023","0.779","0.198","0.9926","0.27684506353861194","0.4485337243401759"
"Daria Klishina","Female","21st","Athlete","Russia","klishina, athletics, long, doping, jump","0.019","0.787","0.194","0.9922","0.2083333333333334","0.4886363636363637"
"Neslihan Demir","Female","21st","Athlete","Turkey","demir, neslihan, turkish, literary, literature","0.012","0.882","0.105","0.9661","0.10606060606060609","0.3212121212121211"
"Elvan Abeylegesse","Female","21st","Athlete","Turkey","abeylegesse, 5000, meters, ethiopia, distance","0.025","0.733","0.243","0.9958","0.25438596491228066","0.3938596491228071"
"Gamze Bulut","Female","21st","Athlete","Turkey","bulut, gamze, adept, rüzgarın, istanbul","0.017","0.843","0.139","0.9828","0.12500000000000003","0.3806547619047619"
"Yasemin Adar","Female","21st","Athlete","Turkey","wrestling, adar, medal, championships, bronze","0.008","0.774","0.219","0.9918","0.2643623737373737","0.5317866161616162"
"Aslı Çakır Alptekin","Female","21st","Athlete","Turkey","alptekin, athletics, ban, turkey, accomplishment","0.062","0.749","0.189","0.9768","0.19509803921568628","0.4323529411764706"
"Carolina Marin","Female","21st","Athlete","Spain","marín, badminton, spain, sport, carolina","0.019","0.744","0.237","0.9951","0.22367424242424241","0.46395687645687644"
"Garbiñe Muguruza","Female","21st","Athlete","Spain","muguruza, tennis, slam, open, grand","0.049","0.77","0.181","0.9888","0.17873563218390806","0.46293103448275863"
"Lydia Valentín","Female","21st","Athlete","Spain","valentín, medal, lydia, sports, weightlifting","0.009","0.805","0.187","0.9892","0.23690676607343272","0.4203623536956871"
"Anne Imhof","Female","21st","Artist","Germany","imhof, art, performance, redefining, visual","0.015","0.863","0.122","0.98","0.14921536796536797","0.3821428571428571"
"Hito Steyerl","Female","21st","Artist","Germany","steyerl, munich, digital, technology, art","0.046","0.857","0.097","0.8957","0.14285714285714285","0.41607142857142865"
"Graciela Sacco","Female","21st","Artist","Argentina","sacco, art, graciela, aires, buenos","0.058","0.863","0.079","0.4678","0.14489247311827955","0.46586021505376346"
"Liliana Porter","Female","21st","Artist","Argentina","porter, art, guggenheim, visual, museum","0.0","0.893","0.107","0.9568","0.1656926406926407","0.5741341991341992"
"Nicola Costantino","Female","21st","Artist","Argentina","costantino, art, artistic, buenos, aires","0.012","0.868","0.121","0.9668","0.18843434343434345","0.5726515151515151"
"Adriana Bustos","Female","21st","Artist","Argentina","bustos, adriana, visual, art, argentine","0.0","0.86","0.14","0.9859","0.12160312805474097","0.3767595307917888"
"Beatriz Milhazes","Female","21st","Artist","Brasil","milhazes, brazilian, art, janeiro, rio","0.0","0.873","0.127","0.9816","0.14801767676767677","0.49459595959595964"
"Rosana Paulino","Female","21st","Artist","Brasil","paulino, rosana, art, paulo, são","0.0","0.836","0.164","0.9886","0.09166666666666667","0.4029569892473118"
"Ana Carolina","Female","21st","Artist","Brasil","ana, brazilian, carolina, music, musical","0.008","0.838","0.154","0.9896","0.21866883116883115","0.6052218614718614"
"Rebecca Belmore","Female","21st","Artist","Canada","belmore, indigenous, art, canada, anishinaabe","0.027","0.794","0.179","0.9853","0.14722222222222223","0.48373015873015873"
"Sarah Anne Johnson","Female","21st","Artist","Canada","johnson, photography, manitoba, canada, gallery","0.009","0.84","0.151","0.9862","0.23055555555555557","0.45061728395061734"
"Shary Boyle","Female","21st","Artist","Canada","boyle, art, shary, ontario, canadian","0.0","0.858","0.142","0.9879","0.18731601731601732","0.4640692640692641"
"Aliza Nisenbaum","Female","21st","Artist","Canada","nisenbaum, art, portraits, immigrant, museum","0.01","0.843","0.147","0.9839","0.2043181818181818","0.4185606060606061"
"Cao Fei","Female","21st","Artist","China","cao, fei, art, virtual, beijing","0.0","0.851","0.149","0.989","0.19044117647058825","0.36887254901960786"
"Lin Tianmiao","Female","21st","Artist","China","lin, thread, art, tianmiao, beijing","0.0","0.873","0.127","0.9808","0.15242194674012854","0.4155647382920111"
"Kimsooja","Female","21st","Artist","South Korea","kimsooja, art, museum, wraps, wrapping","0.0","0.922","0.078","0.9118","0.11770482603815938","0.42146464646464643"
"Haegue Yang","Female","21st","Artist","South Korea","yang, art, installation, biennale, schirn","0.016","0.834","0.15","0.9862","0.15311868686868688","0.4633585858585858"
"Park Seo-Bo","Female","21st","Artist","South Korea","park, art, korean, museum, painting","0.008","0.87","0.123","0.9806","0.12324242424242424","0.46569696969696955"
"Suki Seokyeong Kang","Female","21st","Artist","South Korea","kang, literary, literature, korean, mango","0.013","0.857","0.131","0.9672","0.11499081726354456","0.40140036730945816"
"Amy Sherald","Female","21st","Artist","United States","sherald, portrait, art, african, american","0.022","0.858","0.12","0.9753","0.08506944444444443","0.2135416666666667"
"Beyoncé","Female","21st","Artist","United States","beyoncé, solo, knowles, beychella, activewear","0.012","0.868","0.12","0.9771","0.18174603174603174","0.4523809523809524"
